time , lin_pos[m] , euler_rpy[deg] , foot1_pos[m] , foot2_pos[m] , foot3_pos[m] , foot4_pos[m] , foot1_F[N] , foot2_F[N] , foot3_F[N] , foot4_F[N] , foot1_contact , foot2_contact , foot3_contact , foot4_contact 
2.06,   2.55823 -0.0848847   0.750167,-5.76776  33.4835 0.588321,  2.69719 0.0882383  0.211966,  2.54528 -0.326615   0.33969,  2.12703 0.0458635  0.611079,  1.90652 -0.307982  0.615855,440.764 44.2178 771.855,0 0 0, 516.521 -39.6469  964.744,0 0 0
2.07,   2.56661 -0.0813088   0.745104,-6.52603  33.6161 0.391286,  2.69719 0.0882383  0.211966, 2.56055 -0.32683 0.336344,  2.12703 0.0458635  0.611079, 1.92252 -0.30965 0.620489, 347.379 -31.8119  690.983,0 0 0,  330.96 -66.3042   713.81,0 0 0
2.08,   2.57546 -0.0783434   0.740991,-7.16932  33.7045 0.233181,  2.69719 0.0882383  0.211966,  2.57752 -0.327068  0.332769,  2.12703 0.0458635  0.611079,   1.9403 -0.311503  0.625439, 256.162 -98.2831  602.324,0 0 0, 158.607 -88.2439  474.143,0 0 0
2.09,   2.58487 -0.0760756   0.738104,-7.68072  33.7427 0.120207,  2.69719 0.0882383  0.211966,    2.596 -0.327328  0.329041,  2.12703 0.0458635  0.611079,  1.95967 -0.313522    0.6306, 201.432 -138.166  549.129,0 0 0, 55.1949 -101.408  330.342,0 0 0
2.1,    2.5949 -0.0745927   0.736719,  -8.0433   33.7248 0.0585663,  2.69719 0.0882383  0.211966,  2.61583 -0.327606  0.325238,  2.12703 0.0458635  0.611079,  1.98045 -0.315687  0.635868,183.188 -151.46 531.397,0 0 0, 20.7243 -105.796  282.408,0 0 0
2.11,    2.6056 -0.0739527    0.73702,-8.24577  33.6467 0.052411,  2.69719 0.0882383  0.211966,  2.63683 -0.327901  0.321434,  2.12703 0.0458635  0.611079,  2.00245 -0.317981  0.641135, 201.432 -138.166  549.129,0 0 0, 55.1949 -101.408  330.342,0 0 0
2.12,   2.61692 -0.0740976   0.738824, -8.29937   33.5127 0.0976998,  2.69719 0.0882383  0.211966, 2.65881 -0.32821 0.317706,  2.12703 0.0458635  0.611079,  2.02549 -0.320382  0.646297, 256.162 -98.2831  602.324,0 0 0, 158.607 -88.2439  474.143,0 0 0
2.13,    2.6288 -0.0749401   0.741853,-8.22096  33.3287 0.188342,  2.69719 0.0882383  0.211966,  2.68162 -0.328531  0.314131,  2.12703 0.0458635  0.611079,  2.04939 -0.322873  0.651247, 347.379 -31.8119  690.983,0 0 0,  330.96 -66.3042   713.81,0 0 0
2.14,   2.64116 -0.0763931   0.745833,-8.02741  33.1009 0.318249,  2.69719 0.0882383  0.211966, 2.70507 -0.32886 0.310785,  2.12703 0.0458635  0.611079,  2.07396 -0.325434   0.65588,440.764 44.2178 771.855,0 0 0, 516.521 -39.6469  964.744,0 0 0
2.15,   2.65393 -0.0783693   0.750488, -7.7356  32.8354 0.481329,  2.69719 0.0882383  0.211966,  2.72899 -0.329196  0.307745,  2.12703 0.0458635  0.611079,  2.09902 -0.328046  0.660091,439.618 79.9281 725.425,0 0 0,  556.09 -20.7033  987.244,0 0 0
2.16,   2.66705 -0.0807815   0.755541,-7.36238  32.5384 0.671492,  2.69719 0.0882383  0.211966,  2.75319 -0.329537  0.305086,  2.12703 0.0458635  0.611079, 2.12439 -0.33069 0.663772,366.816 82.6555 585.497,0 0 0,  482.23 -8.87944  834.897,0 0 0
2.17,   2.68044 -0.0835425   0.760717,-6.92463  32.2158 0.882648,  2.69719 0.0882383  0.211966,  2.77752 -0.329878  0.302885,  2.12703 0.0458635  0.611079,  2.14988 -0.333346   0.66682,254.405 64.2134 397.532,0 0 0, 342.316 -2.53617  583.852,0 0 0
2.18,   2.69404 -0.0865652    0.76574,-6.43922  31.8738  1.10871,  2.69719 0.0882383  0.211966,  2.80178 -0.330219  0.301218,  2.12703 0.0458635  0.611079,  2.17531 -0.335997  0.669128,134.434 36.4147 206.987,0 0 0,   183.724 -0.0345092    310.255,0 0 0
2.19,   2.70779 -0.0897623   0.770334, -5.923 31.5185 1.34358,  2.69719 0.0882383  0.211966,  2.82582 -0.330557  0.300162,  2.12703 0.0458635  0.611079,  2.20049 -0.338621   0.67059,38.9498 11.0725 59.3233,0 0 0, 53.8267 0.264542   90.255,0 0 0
2.2,    2.7216 -0.0930465   0.774223,-5.39286  31.1561  1.58117,  2.69719 0.0882383  0.211966,  2.84944 -0.330889  0.299793,  2.12703 0.0458635  0.611079,  2.22524 -0.341202  0.671101,-2.27374e-13  1.13687e-13  4.54747e-13,0 0 0,           0 -2.84217e-14  4.54747e-13,0 0 0
2.21,   2.73542 -0.0963453   0.777178,-4.86284  30.7915  1.81642,   2.6987 0.0881314  0.211661,  2.87306 -0.331221   0.29762,  2.12835 0.0457716  0.609906,     2.25 -0.343782  0.668304,0 0 0,0 0 0,0 0 0,0 0 0
2.22,   2.74924 -0.0996442   0.779152,-4.33571  30.4258  2.04835,  2.70312 0.0878194  0.210788,   2.8971 -0.331559  0.291399,  2.13221 0.0455037   0.60655,  2.27518 -0.346406  0.660298,0 0 0,0 0 0,0 0 0,0 0 0
2.23,  2.76306 -0.102943  0.780145,-3.81142  30.0591  2.27699,  2.71024 0.0873155  0.209411, 2.92136  -0.3319 0.281581,  2.13845 0.0450708  0.601254,  2.30061 -0.349057  0.647663,0 0 0,0 0 0,0 0 0,0 0 0
2.24,  2.77688 -0.106242  0.780158,-3.28991  29.6914  2.50241,   2.7199 0.0866327  0.207593,  2.94569 -0.332242  0.268615,   2.1469 0.0444843  0.594259,   2.3261 -0.351713  0.630977,0 0 0,0 0 0,0 0 0,0 0 0
2.25,   2.7907 -0.109541  0.779189,-2.77115  29.3227  2.72463,   2.7319 0.0857842  0.205396,   2.9699 -0.332582  0.252951,   2.1574 0.0437554  0.585808,  2.35147 -0.354357  0.610818,0 0 0,0 0 0,0 0 0,0 0 0
2.26,  2.80452 -0.112839  0.777241,-2.25507  28.9529   2.9437,  2.74606 0.0847829  0.202883,  2.99381 -0.332918  0.235038,  2.16979 0.0428953  0.576145,  2.37653 -0.356969  0.587766,0 0 0,0 0 0,0 0 0,0 0 0
2.27,  2.81834 -0.116138  0.774311,-1.74164  28.5822  3.15968,  2.7622 0.083642 0.200118,  3.01726 -0.333247  0.215327,  2.18391 0.0419152  0.565511,  2.4011 -0.35953 0.562399,0 0 0,0 0 0,0 0 0,0 0 0
2.28,  2.83217 -0.119437  0.770401,-1.2308 28.2106  3.3726,  2.78012 0.0823746  0.197164,  3.04007 -0.333568  0.194266,   2.1996 0.0408265  0.554149,    2.425 -0.362021  0.535296,0 0 0,0 0 0,0 0 0,0 0 0
2.29,  2.84599 -0.122736   0.76551,-0.722492    27.838    3.5825,  2.79965 0.0809938  0.194084,  3.06205 -0.333877  0.172306,  2.21669 0.0396404  0.542302,  2.44804 -0.364423  0.507036,0 0 0,0 0 0,0 0 0,0 0 0
2.3,  2.85981 -0.126035  0.759639,-0.21668  27.4645  3.78944,   2.8206 0.0795126  0.190941,  3.08305 -0.334172  0.149897, 2.23502 0.038368 0.530212,  2.47004 -0.366716  0.478197,0 0 0,0 0 0,0 0 0,0 0 0
2.31,  2.87363 -0.129333  0.752787,0.286691  27.0902  3.99346,  2.84278 0.0779441  0.187798, 3.10288 -0.33445 0.127487,  2.25443 0.0370207  0.518123,  2.49082 -0.368881  0.449357,0 0 0,0 0 0,0 0 0,0 0 0
2.32,  2.88745 -0.132632  0.744954,0.787663  26.7149  4.19459,  2.86601 0.0763015  0.184718, 3.12136 -0.33471 0.105527,  2.27476 0.0356097  0.506276, 2.51019  -0.3709 0.421097,0 0 0,0 0 0,0 0 0,0 0 0
2.33,  2.90127 -0.135931  0.736141,1.28628 26.3389 4.39287,  2.89011 0.0745979  0.181764,  3.13833 -0.334948 0.0844667,  2.29585 0.0341462  0.494914,  2.52797 -0.372753  0.393994,0 0 0,0 0 0,0 0 0,0 0 0
2.34, 2.91509 -0.13923 0.726346,1.78259  25.962 4.58833,  2.91488 0.0728462  0.178999,   3.1536 -0.335163 0.0647553,  2.31753 0.0326415   0.48428,  2.54397 -0.374421  0.368627,0 0 0,0 0 0,0 0 0,0 0 0
2.35,  2.92892 -0.142529  0.715572,2.27662 25.5842 4.78103,  2.94015 0.0710596  0.176487,    3.167 -0.335351 0.0468427,  2.33964 0.0311068  0.474617,  2.55802 -0.375885  0.345575,0 0 0,0 0 0,0 0 0,0 0 0
2.36,  2.94274 -0.145828  0.703816,2.76844 25.2057 4.97098,  2.96573 0.0692512   0.17429,  3.17836 -0.335511 0.0311785,  2.36202 0.0295534  0.466166,  2.56992 -0.377126  0.325416,0 0 0,0 0 0,0 0 0,0 0 0
2.37,  2.95656 -0.149126   0.69108,3.25807 24.8264 5.15824,  2.99143 0.0674341  0.172471,   3.1875 -0.335639 0.0182124,  2.38451 0.0279925  0.459171,   2.5795 -0.378124   0.30873,0 0 0,0 0 0,0 0 0,0 0 0
2.38,  2.97038 -0.152425  0.677363,3.74556 24.4463 5.34284,  3.01707 0.0656213  0.171094,   3.19425  -0.335734 0.00839421,  2.40694 0.0264353  0.453874,  2.58656 -0.378861  0.296095,0 0 0,0 0 0,0 0 0,0 0 0
2.39,   2.9842 -0.155724  0.662666,4.23095 24.0655 5.52481, 3.04246 0.063826 0.170221,  3.19842 -0.335793 0.0021735,  2.42916 0.0248931  0.450518,  2.59094 -0.379317  0.288089,0 0 0,0 0 0,0 0 0,0 0 0
2.4,  2.99802 -0.159023  0.646988,4.71429  23.684 5.70419,  3.06742 0.0620612  0.169916,    3.19985   -0.335813 5.69544e-14,  2.45101 0.0233772  0.449346,  2.59244 -0.379473  0.285292,0 0 0,0 0 0,0 0 0,0 0 0
2.41,  3.01182 -0.162309  0.630388,5.19317 23.3021 5.88033,  3.09238 0.0602965  0.168684,    3.19985   -0.335813 5.70724e-14,  2.47285 0.0218612   0.44723,  2.59244 -0.379473  0.285292,0 0 0, 19.7518 -23.1367   26.907,0 0 0,82.4465 11.1545   112.3
2.42,  3.02547 -0.165521  0.613161,5.65537 22.9218 6.04987,  3.11777 0.0585012  0.165159,    3.19985   -0.335813 5.70724e-14,  2.49507 0.0203191  0.441174,  2.59244 -0.379473  0.285292,0 0 0, 65.1498 -76.2324  101.927,0 0 0,279.528  37.312 381.982
2.43,  3.03883 -0.168585  0.595661,6.08624 22.5454 6.20874,  3.14341 0.0566884  0.159594,    3.19985   -0.335813 5.70724e-14,   2.5175 0.0187619  0.431617,  2.59244 -0.379473  0.285292,0 0 0, 115.408 -134.816  216.509,0 0 0,515.857  67.514 708.217
2.44,  3.05175 -0.171427  0.578241, 6.4711 22.1753 6.35287,  3.16911 0.0548713  0.152245,    3.19985   -0.335813 5.70724e-14, 2.53999 0.017201 0.418995,  2.59244 -0.379473  0.285292,0 0 0, 149.741 -174.415  362.102,0 0 0,716.048 90.8018 990.178
2.45,   3.0641 -0.173971  0.561255,6.79529 21.8136 6.47822,  3.19468 0.0530629  0.143367,    3.19985   -0.335813 5.70724e-14,  2.56237 0.0156475  0.403747,  2.59244 -0.379473  0.285292,0 0 0, 147.363 -170.558  530.155,0 0 0,804.712 96.2167 1127.04
2.46,  3.07571 -0.176145  0.545057,7.04414 21.4628 6.58071,  3.21995 0.0512763  0.133214,    3.19985   -0.335813 5.70724e-14,  2.58448 0.0141128   0.38631,  2.59244 -0.379473  0.285292,0 0 0, 87.4879 -98.7741  712.116,0 0 0,706.464 72.7999 1017.96
2.47,  3.08645 -0.177874      0.53,7.20299 21.1251 6.65629,  3.24472 0.0495246  0.122042,    3.19985   -0.335813 5.70724e-14,  2.60616 0.0126081  0.367122,  2.59244 -0.379473  0.285292,0 0 0,-42.8838  56.2022  896.377,0 0 0,370.553 13.4511 594.406
2.48,  3.09617 -0.179084  0.516438,7.25718 20.8028  6.7009, 3.26882 0.047821 0.110106,    3.19985   -0.335813 5.70724e-14,  2.62725 0.0111447  0.346621,  2.59244 -0.379473  0.285292,0 0 0,-157.154  191.909  1037.18,0 0 0, 64.2132 -39.3845  204.987
2.49, 3.10473  -0.1797 0.504724,7.19204 20.4983 6.71048,  3.29205 0.0461784 0.0976594,    3.19985   -0.335813 5.70724e-14,   2.64758 0.00973364   0.325244,  2.59244 -0.379473  0.285292,0 0 0,-225.716  273.333  1121.66,0 0 0,-119.591 -71.0859 -28.6647
2.5,  3.11197 -0.179648  0.495212, 6.9929 20.2139 6.68097,  3.31423 0.0446099 0.0849582,    3.19985   -0.335813 5.70724e-14,   2.66699 0.00838634    0.30343,  2.59244 -0.379473  0.285292,0 0 0,-248.57 300.474 1149.82,0 0 0,-180.859 -81.6531 -106.549
2.51, 3.11781 -0.17888 0.488139,6.65004  19.951 6.60973,  3.33518 0.0431287 0.0722569,    3.19985   -0.335813 5.70724e-14,   2.68532 0.00711399   0.281615,  2.59244 -0.379473  0.285292,0 0 0,-225.716  273.333  1121.66,0 0 0,-119.591 -71.0859 -28.6647
2.52,  3.12234 -0.177443  0.483268,6.17352  19.708 6.49986,  3.35471 0.0417479 0.0598106,    3.19985   -0.335813 5.70724e-14,   2.70241 0.00592784   0.260239,  2.59244 -0.379473  0.285292,0 0 0,-157.154  191.909  1037.18,0 0 0, 64.2132 -39.3845  204.987
2.53,  3.12571 -0.175414  0.480245,5.57833 19.4825 6.35587,  3.37264 0.0404805 0.0478739,    3.19985   -0.335813 5.70724e-14,    2.7181 0.00483913   0.239737,  2.59244 -0.379473  0.285292,0 0 0,-42.8838  56.2022  896.377,0 0 0,370.553 13.4511 594.406
2.54,  3.12805 -0.172865  0.478717,4.87946  19.272 6.18227,  3.38877 0.0393396 0.0367019,    3.19985   -0.335813 5.70724e-14,  2.73222 0.0038591  0.220549,  2.59244 -0.379473  0.285292,0 0 0, 87.4879 -98.7741  712.116,0 0 0,706.464 72.7999 1017.96
2.55,  3.12953 -0.169871   0.47833,4.09191 19.0741 5.98357,  3.40293 0.0383383 0.0265494,    3.19985   -0.335813 5.70724e-14, 2.74461 0.002999 0.203112,  2.59244 -0.379473  0.285292,0 0 0, 147.363 -170.558  530.155,0 0 0,804.712 96.2167 1127.04
2.56,  3.13027 -0.166507  0.478731,3.23067 18.8864 5.76429,  3.41494 0.0374898 0.0176713,    3.19985   -0.335813 5.70724e-14,   2.75511 0.00227007   0.187864,  2.59244 -0.379473  0.285292,0 0 0, 149.741 -174.415  362.102,0 0 0,716.048 90.8018 990.178
2.57,  3.13043 -0.162845  0.479566,2.31074 18.7064 5.52895,  3.42459  0.036807 0.0103224,    3.19985   -0.335813 5.70724e-14,   2.76356 0.00168355   0.175242,  2.59244 -0.379473  0.285292,0 0 0, 115.408 -134.816  216.509,0 0 0,515.857  67.514 708.217
2.58,  3.13016 -0.158961  0.480481,1.34711 18.5317 5.28205,   3.43172  0.0363031 0.00475766,    3.19985   -0.335813 5.70724e-14,    2.7698 0.00125069   0.165685,  2.59244 -0.379473  0.285292,0 0 0, 65.1498 -76.2324  101.927,0 0 0,279.528  37.312 381.982
2.59,  3.12959 -0.154929  0.481123,0.354781  18.3597  5.02812,   3.43613  0.0359911 0.00123189,    3.19985   -0.335813 5.70724e-14,    2.77366 0.000982732    0.159629,  2.59244 -0.379473  0.285292,0 0 0, 19.7518 -23.1367   26.907,0 0 0,82.4465 11.1545   112.3
2.6,  3.12888 -0.150822  0.481138,-0.651257   18.1882   4.77166,     3.43764    0.0358842 -2.66454e-14,    3.19985   -0.335813 5.70724e-14,    2.77498 0.000890913    0.157514,  2.59244 -0.379473  0.285292,0 0 0, 4.54747e-13 -2.27374e-13   1.7053e-13,0 0 0,          0           0 1.81899e-12
2.61,  3.12817 -0.146717  0.480277,-1.65591  18.0145  4.51649,     3.43764    0.0358842 -2.67701e-14,   3.20135  -0.335982 0.00084689,    2.77498 0.000890913    0.157514,  2.59379 -0.379409  0.285085,4.54535 4.08479 93.5847,0 0 0,26.8352  13.373 52.3514,0 0 0
2.62,  3.12761 -0.142691  0.478707,-2.6437 17.8358 4.26357,     3.43764    0.0358842 -2.67701e-14,   3.20571  -0.336474 0.00327075,    2.77498 0.000890913    0.157514,  2.59773 -0.379224  0.284493,14.9431 13.3905  321.49,0 0 0,95.9842 44.0612 183.249,0 0 0
2.63,  3.12735 -0.138824  0.476703,-3.59906  17.6491  4.01316,     3.43764    0.0358842 -2.67701e-14,   3.21275  -0.337269 0.00709635,    2.77498 0.000890913    0.157514,   2.6041 -0.378924  0.283557,26.3356  23.494 604.444,0 0 0,190.412 77.9188  353.46,0 0 0
2.64,  3.12754 -0.135195  0.474535,-4.50639  17.4516  3.76554,     3.43764    0.0358842 -2.67701e-14,  3.22229 -0.338346 0.0121485,    2.77498 0.000890913    0.157514,  2.61273 -0.378519  0.282322,33.8654 29.9723 863.172,0 0 0,293.083   100.8 523.748,0 0 0
2.65,  3.12833 -0.131885  0.472478,-5.35014  17.2402  3.52095,     3.43764    0.0358842 -2.67701e-14,  3.23415 -0.339684 0.0182519,    2.77498 0.000890913    0.157514,  2.62346 -0.378014   0.28083,32.6749 28.4025  1018.4,0 0 0,386.963 98.5581 654.879,0 0 0
2.66,  3.12988 -0.128972  0.470804,-6.11471  17.0121  3.27966,     3.43764    0.0358842 -2.67701e-14,  3.24814 -0.341264 0.0252315,    2.77498 0.000890913    0.157514,  2.63611 -0.377419  0.279123,17.9067 14.3614  990.86,0 0 0,455.015 57.0478  707.62,0 0 0
2.67,  3.13232 -0.126536  0.469785,-6.78455  16.7642  3.04194,     3.43764    0.0358842 -2.67701e-14,  3.26408 -0.343064 0.0329119,    2.77498 0.000890913    0.157514,  2.65053 -0.376741  0.277246,-13.4537 -14.8777  724.886,0 0 0, 483.039 -32.5547  652.409,0 0 0
2.68,  3.13582 -0.124657  0.469694,-7.34406  16.4936  2.80805,     3.43764    0.0358842 -2.67701e-14,  3.28179 -0.345063  0.041118,    2.77498 0.000890913    0.157514,  2.66655 -0.375988  0.275239,-40.8632 -40.3754  471.638,0 0 0, 495.864 -111.015  587.408,0 0 0
2.69,  3.14052 -0.123413  0.470805,-7.77767  16.1974  2.57824,     3.43764    0.0358842 -2.67701e-14,  3.30108 -0.347241 0.0496745,    2.77498 0.000890913    0.157514,    2.684 -0.375167  0.273147,-57.3089 -55.6739   319.69,0 0 0, 503.56 -158.09 548.407,0 0 0
2.7,  3.14657 -0.122886  0.473388,-8.06981  15.8727  2.35279,     3.43764    0.0358842 -2.67701e-14,  3.32178 -0.349578 0.0584062,    2.77498 0.000890913    0.157514,  2.70272 -0.374287  0.271013,-62.7908 -60.7735   269.04,0 0 0, 506.125 -173.782  535.407,0 0 0
2.71,  3.15408 -0.123127  0.477628,-8.2101 15.5174  2.1318,     3.43764    0.0358842 -2.67701e-14,  3.34369 -0.352052 0.0671379,    2.77498 0.000890913    0.157514,  2.72254 -0.373354  0.268878,-57.3089 -55.6739   319.69,0 0 0, 503.56 -158.09 548.407,0 0 0
2.72,  3.16293 -0.124083   0.48334,-8.20892  15.1339  1.91476,     3.43764    0.0358842 -2.67701e-14,  3.36664 -0.354643 0.0756944,    2.77498 0.000890913    0.157514,   2.7433 -0.372378  0.266786,-40.8632 -40.3754  471.638,0 0 0, 495.864 -111.015  587.408,0 0 0
2.73,  3.17299 -0.125676  0.490254,-8.08185  14.7254  1.70102,     3.43764    0.0358842 -2.67701e-14,  3.39045 -0.357331 0.0839005,    2.77498 0.000890913    0.157514,  2.76483 -0.371365  0.264779,-13.4537 -14.8777  724.886,0 0 0, 483.039 -32.5547  652.409,0 0 0
2.74,  3.18411 -0.127825  0.498096,-7.84447  14.2951  1.48991,     3.43764    0.0358842 -2.67701e-14,  3.41492 -0.360094 0.0915809,    2.77498 0.000890913    0.157514,  2.78697 -0.370324  0.262902,17.9067 14.3614  990.86,0 0 0,455.015 57.0478  707.62,0 0 0
2.75,  3.19612 -0.130451  0.506593,-7.51238  13.8462  1.28078,     3.43764    0.0358842 -2.67701e-14,  3.43989 -0.362913 0.0985604,    2.77498 0.000890913    0.157514,  2.80955 -0.369262  0.261195,32.6749 28.4025  1018.4,0 0 0,386.963 98.5581 654.879,0 0 0
2.76,  3.20888 -0.133475  0.515473,-7.10114  13.3819  1.07296,     3.43764    0.0358842 -2.67701e-14,  3.46516 -0.365766  0.104664,    2.77498 0.000890913    0.157514,   2.8324 -0.368188  0.259703,33.8654 29.9723 863.172,0 0 0,293.083   100.8 523.748,0 0 0
2.77,  3.22225 -0.136817  0.524463,-6.62634  12.9056 0.865802,     3.43764    0.0358842 -2.67701e-14,  3.49055 -0.368632  0.109716,    2.77498 0.000890913    0.157514,  2.85537 -0.367107  0.258468,26.3356  23.494 604.444,0 0 0,190.412 77.9188  353.46,0 0 0
2.78,  3.23607 -0.140398  0.533291,-6.10357  12.4203 0.658635,     3.43764    0.0358842 -2.67701e-14,  3.51587 -0.371492  0.113542,    2.77498 0.000890913    0.157514, 2.87828 -0.36603 0.257532,14.9431 13.3905  321.49,0 0 0,95.9842 44.0612 183.249,0 0 0
2.79,  3.25018 -0.144137  0.541683, -5.5484  11.9295 0.450805,     3.43764    0.0358842 -2.67701e-14,  3.54096 -0.374324  0.115965,    2.77498 0.000890913    0.157514,  2.90097 -0.364963   0.25694,4.54535 4.08479 93.5847,0 0 0,26.8352  13.373 52.3514,0 0 0
2.8,  3.26445 -0.147956  0.549368,-4.97641  11.4362  0.24165,     3.43764    0.0358842 -2.67701e-14,  3.56562 -0.377108  0.116812,    2.77498 0.000890913    0.157514,  2.92327 -0.363914  0.256733,2.84217e-14 8.52651e-14 4.54747e-13,0 0 0,1.13687e-13           0 2.27374e-13,0 0 0
2.81,  3.27875 -0.151788  0.556117, -4.40059   10.9433 0.0306182,    3.43927   0.0356887 0.000990651,  3.59028 -0.379892  0.115965,    2.7766 0.00101301     0.1573,  2.94557 -0.362865  0.254871,0 0 0,0 0 0,0 0 0,0 0 0
2.82, 3.29304 -0.15562 0.561886,  -3.8235   10.4512 -0.182418,   3.44404  0.0351181 0.00382596,  3.61536 -0.382724  0.113542,   2.78131 0.00136934   0.156688,  2.96826 -0.361798  0.249544,0 0 0,0 0 0,0 0 0,0 0 0
2.83,  3.30733 -0.159453  0.566673, -3.24512   9.95994 -0.397479,   3.45173  0.0341963 0.00830098,  3.64069 -0.385584  0.109716,   2.78893 0.00194496   0.155722,  2.99117 -0.360721  0.241136,0 0 0,0 0 0,0 0 0,0 0 0
2.84,  3.32162 -0.163285  0.570481,  -2.6654   9.46959 -0.614586,  3.46216 0.0329473 0.0142107, 3.66608 -0.38845 0.104664,  2.79926 0.0027249  0.154446,  3.01414 -0.359641  0.230033,0 0 0,0 0 0,0 0 0,0 0 0
2.85,  3.33592 -0.167117  0.573307, -2.08433   8.98015 -0.833759,  3.47511  0.031395 0.0213502,  3.69135 -0.391303 0.0985604,   2.81209 0.00369422   0.152905,  3.03699 -0.358566  0.216618,0 0 0,0 0 0,0 0 0,0 0 0
2.86,  3.35021 -0.170949  0.575153,-1.50186  8.49164 -1.05502,   3.4904 0.0295635 0.0295146,  3.71631 -0.394121 0.0915809,   2.82723 0.00483797   0.151142,  3.05957 -0.357504  0.201279,0 0 0,0 0 0,0 0 0,0 0 0
2.87,   3.3645 -0.174781  0.576018,-0.917968   8.00407  -1.27838,  3.50782 0.0274765 0.0384988,  3.74079 -0.396885 0.0839005,  2.84448 0.0061412  0.149202,  3.08171 -0.356463  0.184398,0 0 0,0 0 0,0 0 0,0 0 0
2.88,  3.37879 -0.178614  0.575903,-0.332615   7.51746  -1.50388,  3.52717 0.0251581 0.0480978,  3.76459 -0.399572 0.0756944,   2.86364 0.00758896    0.14713, 3.10324 -0.35545 0.166363,0 0 0,0 0 0,0 0 0,0 0 0
2.89,  3.39309 -0.182446  0.574807,0.254227  7.03183 -1.73152,  3.54825 0.0226321 0.0581068,  3.78755 -0.402163 0.0671379,   2.88452 0.00916628    0.14497,    3.124 -0.354474  0.147557,0 0 0,0 0 0,0 0 0,0 0 0
2.9,  3.40738 -0.186278   0.57273,0.842591  6.54721 -1.96133,  3.57087 0.0199227 0.0683208,  3.80946 -0.404638 0.0584062,  2.90692 0.0108582  0.142765,  3.14382 -0.353541  0.128366,0 0 0,0 0 0,0 0 0,0 0 0
2.91, 3.42167 -0.19011 0.569672, 1.43251  6.06359 -2.19333,  3.59481 0.0170536 0.0785347,  3.83016 -0.406974 0.0496745,  2.93063 0.0126499   0.14056,  3.16254 -0.352661  0.109176,0 0 0,0 0 0,0 0 0,0 0 0
2.92,  3.43597 -0.193942  0.565634, 2.02402  5.58102 -2.42755,  3.61989 0.0140488 0.0885437,  3.84945 -0.409153  0.041118,  2.95547 0.0145262  0.138399,  3.17999  -0.35184 0.0903699,0 0 0,0 0 0,0 0 0,0 0 0
2.93,  3.45026 -0.197775  0.560615, 2.61715  5.09951 -2.66401,   3.6459 0.0109323 0.0981428,  3.86716 -0.411152 0.0329119,  2.98123 0.0164723  0.136327,  3.19601 -0.351087 0.0723345,0 0 0,0 0 0,0 0 0,0 0 0
2.94,  3.46455 -0.201607  0.554616, 3.21194  4.61908 -2.90273,   3.67265 0.00772799   0.107127,   3.8831 -0.412952 0.0252315,  3.00771 0.0184733  0.134387,  3.21043 -0.350409 0.0554543,0 0 0,0 0 0,0 0 0,0 0 0
2.95,  3.47884 -0.205439  0.547636, 3.80842  4.13976 -3.14373,   3.69993 0.00445986   0.115291,  3.89709 -0.414531 0.0182519,  3.03473 0.0205141  0.132625,  3.22308 -0.349814 0.0401145,0 0 0,0 0 0,0 0 0,0 0 0
2.96,  3.49314 -0.209271  0.539675, 4.40663  3.66156 -3.38706,   3.72754 0.00115182   0.122431,  3.90895  -0.41587 0.0121485,  3.06207 0.0225798  0.131083,  3.23381 -0.349309 0.0267002,0 0 0,0 0 0,0 0 0,0 0 0
2.97,  3.50743 -0.213103  0.530734,  5.0066  3.18451 -3.63272,    3.75528 -0.00217218    0.128341,   3.91849  -0.416947 0.00709635,  3.08955 0.0246555  0.129807,  3.24244 -0.348904 0.0155965,0 0 0,0 0 0,0 0 0,0 0 0
2.98,  3.52172 -0.216936  0.520812, 5.60837  2.70863 -3.88074,    3.78296 -0.00548821    0.132816,   3.92553  -0.417742 0.00327075,  3.11696 0.0267262  0.128841,   3.24881  -0.348604 0.00718852,0 0 0,0 0 0,0 0 0,0 0 0
2.99,  3.53601 -0.220768  0.509909, 6.21196  2.23394 -4.13115,   3.81037 -0.0087723   0.135651,   3.92989  -0.418234 0.00084689,  3.1441 0.028777 0.128229,   3.25275  -0.348419 0.00186131,0 0 0,0 0 0,0 0 0,0 0 0
3, 3.55031  -0.2246 0.498025, 6.81743  1.76046 -4.38398,   3.83731 -0.0120005   0.136642,     3.93138    -0.418403 -1.08247e-14,  3.17079 0.0307929  0.128015,     3.2541   -0.348355 5.06262e-14,0 0 0,0 0 0,0 0 0,0 0 0
3.01,  3.56458 -0.228414  0.485217,7.42153 1.28928 -4.6389,   3.86426 -0.0152288   0.135651,     3.93138    -0.418403 -1.08469e-14,  3.19747 0.0328088  0.127087,     3.2541   -0.348355 5.05459e-14,0 0 0, 9.12733 -19.7816  57.6133,0 0 0, 13.1657 -4.34128  95.3302
3.02,  3.57876 -0.232117  0.471759, 8.00801 0.825708 -4.89424,   3.89167 -0.0185129   0.132816,     3.93138    -0.418403 -1.08469e-14,  3.22462 0.0348596  0.124431,     3.2541   -0.348355 5.05459e-14,0 0 0, 30.0597 -65.0827  202.977,0 0 0, 43.3796 -14.2847  327.212
