time , lin_pos[m] , euler_rpy[deg] , foot1_pos[m] , foot2_pos[m] , foot3_pos[m] , foot4_pos[m] , foot1_F[N] , foot2_F[N] , foot3_F[N] , foot4_F[N] , foot1_contact , foot2_contact , foot3_contact , foot4_contact 
0.94,0.547252 0.209618 0.418901, -10.5546 0.0703928   7.76209,    0.853481     0.378935 -1.16939e-13, 0.846142 0.0055805  0.103504,   0.186207     0.28154 1.50037e-13,  0.191475 -0.0629964   0.106421,-0.935546  -128.052   469.409,0 0 0,-25.6179 -106.658  408.019,0 0 0
0.95,0.554054 0.211808 0.431695, -10.2081 -0.201639   7.73859,    0.853481     0.378935 -1.16939e-13, 0.861948 0.0136151  0.111392,   0.186207     0.28154 1.50037e-13,  0.211073 -0.0535717   0.114532,-0.807694  -111.117   407.405,0 0 0,-22.2085  -92.575  354.165,0 0 0
0.96,0.560809 0.213589 0.445039, -9.76565 -0.496337   7.70768,    0.853481     0.378935 -1.16939e-13, 0.877948 0.0217477   0.11829,   0.186207     0.28154 1.50037e-13,  0.23091 -0.044032  0.121624,-0.61805 -85.3181  312.852,0 0 0,-17.0412 -71.0926  271.989,0 0 0
0.97,0.567527 0.215042 0.458626, -9.24631 -0.809118   7.67045,    0.853481     0.378935 -1.16939e-13, 0.894025 0.0299196     0.124,   0.186207     0.28154 1.50037e-13,  0.250842 -0.0344462   0.127495,-0.404536  -55.9806   205.293,0 0 0,-11.1763 -46.6522  178.489,0 0 0
0.98,0.574217  0.21625 0.472151,-8.66923  -1.1354  7.62801,    0.853481     0.378935 -1.16939e-13, 0.910063 0.0380719  0.128324,   0.186207     0.28154 1.50037e-13,  0.270727 -0.0248834    0.13194,-0.205075   -28.431   104.269,0 0 0,-5.67418 -23.6955  90.6592,0 0 0
0.99,0.580889 0.217293 0.485308,-8.05356  -1.4706  7.58146,    0.853481     0.378935 -1.16939e-13, 0.925947 0.0461457  0.131063,   0.186207     0.28154 1.50037e-13,   0.29042 -0.0154127   0.134757,-0.0575892   -7.99544    29.3244,0 0 0,-1.59528 -6.66416  25.4975,0 0 0
1,0.587551 0.218254 0.497791,-7.41842 -1.81014  7.53188,    0.853481     0.378935 -1.16939e-13, 0.941561 0.0540822   0.13202,   0.186207     0.28154 1.50037e-13,   0.309779 -0.00610305    0.135741,           0 -1.13687e-13 -1.13687e-13,0 0 0,           0 -8.52651e-14  2.27374e-13,0 0 0
1.01,0.594211 0.219202 0.509343,-6.77976 -2.15019  7.48021,  0.854235   0.379178 0.00175026, 0.957175 0.0620187  0.131942,    0.18692    0.281949 0.000860214,  0.329137 0.00320657   0.134757,0 0 0,0 0 0,0 0 0,0 0 0
1.02,0.600872  0.22015 0.519915,-6.14075 -2.48999  7.42661,  0.856436   0.379887 0.00675963, 0.973059 0.0700925  0.131718, 0.189001  0.283144 0.0033222, 0.348831 0.0126773   0.13194,0 0 0,0 0 0,0 0 0,0 0 0
1.03,0.607533 0.221098 0.529507,-5.50137 -2.82951  7.37107, 0.85999 0.381033 0.014666, 0.989097 0.0782448  0.131364,0.192362 0.285073 0.007208, 0.368715 0.0222401  0.127495,0 0 0,0 0 0,0 0 0,0 0 0
1.04,0.614193 0.222045 0.538117,-4.86158 -3.16876   7.3136, 0.864806  0.382585 0.0251072,  1.00517 0.0864167  0.130896, 0.196917  0.287687 0.0123396, 0.388648 0.0318259  0.121624,0 0 0,0 0 0,0 0 0,0 0 0
1.05,0.620854 0.222993 0.545747,-4.22137 -3.50771   7.2542, 0.870792  0.384514 0.0377212,  1.02117 0.0945493  0.130331, 0.202578  0.290936 0.0185391, 0.408485 0.0413657  0.114532,0 0 0,0 0 0,0 0 0,0 0 0
1.06,0.627514 0.223941 0.552397,-3.58072 -3.84635  7.19284, 0.877854  0.386789 0.0521457, 1.03698 0.102584 0.129686, 0.209257  0.294769 0.0256284, 0.428083 0.0507903  0.106421,0 0 0,0 0 0,0 0 0,0 0 0
1.07,0.634175 0.224889 0.558065,-2.93959 -4.18467  7.12954, 0.885902  0.389383 0.0680188, 1.05248 0.110461 0.128975, 0.216868  0.299137 0.0334297, 0.447298 0.0600309  0.097496,0 0 0,0 0 0,0 0 0,0 0 0
1.08,0.640835 0.225837 0.562753,-2.29798 -4.52265  7.06428, 0.894841  0.392263 0.0849783, 1.06755 0.118123 0.128216, 0.225323  0.303989 0.0417649, 0.465986 0.0690183 0.0879602,0 0 0,0 0 0,0 0 0,0 0 0
1.09,0.647496 0.226784 0.566461,-1.65584  -4.8603  6.99706,0.904581 0.395402 0.102662, 1.08208  0.12551 0.127424,0.234534 0.309276 0.050456, 0.484004 0.0776835 0.0780172,0 0 0,0 0 0,0 0 0,0 0 0
1.1,0.654156 0.227732 0.569188,-1.01316 -5.19758  6.92787,0.915029 0.398769 0.120708, 1.09596 0.132564 0.126617, 0.244415  0.314946 0.0593251, 0.501209 0.0859575 0.0678705,0 0 0,0 0 0,0 0 0,0 0 0
1.11,0.660817  0.22868 0.570934,-0.369923   -5.5345   6.85671,0.926092 0.402334 0.138754, 1.10907 0.139225 0.125809, 0.254878  0.320951 0.0681942, 0.517457 0.0937711 0.0577239,0 0 0,0 0 0,0 0 0,0 0 0
1.12,0.667478 0.229628 0.571699,0.273907 -5.87103  6.78358,0.937679 0.406067 0.156437, 1.12128 0.145435 0.125017, 0.265835   0.32724 0.0768853, 0.532604  0.101055 0.0477809,0 0 0,0 0 0,0 0 0,0 0 0
1.13,0.674138 0.230575 0.571484, 0.91835 -6.20716  6.70846,0.949696  0.40994 0.173397,  1.1325 0.151135 0.124258, 0.277201  0.333762 0.0852205,0.546506 0.107741 0.038245,0 0 0,0 0 0,0 0 0,0 0 0
1.14,0.680799 0.231523 0.570288, 1.56343 -6.54289  6.63135,0.962051 0.413921  0.18927, 1.14259 0.156265 0.123547, 0.288886  0.340469 0.0930217, 0.559021   0.11376 0.0293201,0 0 0,0 0 0,0 0 0,0 0 0
1.15,0.687459 0.232471 0.568111, 2.20917 -6.87819  6.55223,0.974653 0.417982 0.203694, 1.15145 0.160768 0.122902,0.300804 0.347309 0.100111, 0.570004  0.119042 0.0212095,0 0 0,0 0 0,0 0 0,0 0 0
1.16, 0.69412 0.233419 0.564954, 2.85559 -7.21306  6.47111,0.987409 0.422093 0.216308, 1.15896 0.164584 0.122337,0.312868 0.354232 0.106311, 0.579313  0.123518 0.0141171,0 0 0,0 0 0,0 0 0,0 0 0
1.17, 0.70078 0.234367 0.560816, 3.50273 -7.54747  6.38798, 1.00023 0.426223 0.226749,   1.165 0.167655 0.121869,0.324989 0.361189 0.111442,  0.586802    0.12712 0.00824627,0 0 0,0 0 0,0 0 0,0 0 0
1.18,0.707441 0.235314 0.555697, 4.15059 -7.88143  6.30282, 1.01301 0.430343 0.234656, 1.16946 0.169921 0.121516,0.337082 0.368129 0.115328,   0.59233   0.129778 0.00380075,0 0 0,0 0 0,0 0 0,0 0 0
1.19,0.714101 0.236262 0.549598,4.79921 -8.2149 6.21564, 1.02568 0.434424 0.239665, 1.17222 0.171324 0.121291,0.349059 0.375002  0.11779,   0.595752    0.131424 0.000984123,0 0 0,0 0 0,0 0 0,0 0 0
1.2,0.720762  0.23721 0.542518, 5.44862 -8.54789  6.12642, 1.03812 0.438435 0.241415, 1.17316 0.171805 0.121213,0.360831 0.381759  0.11865,   0.596924    0.131988 6.50424e-13,0 0 0,0 0 0,0 0 0,0 0 0
1.21,0.727414 0.238165 0.534498, 6.09674 -8.88036  6.03485, 1.05057 0.442446 0.240796, 1.17316 0.171805 0.121213,0.372604 0.388515  0.11779,   0.596924    0.131988 6.50438e-13,0 0 0,-6.3569 2.83428 19.7834,0 0 0,-2.92047  5.12049  23.4468
1.22,0.734014 0.239165 0.525738, 6.73317 -9.21222  5.93938, 1.06324 0.446527 0.239022, 1.17316 0.171805 0.121213, 0.38458 0.395388 0.115328,   0.596924    0.131988 6.50438e-13,0 0 0,-22.6019  10.0808   70.343,0 0 0,-10.3841  18.2074  83.3679
1.23,0.740511 0.240254  0.51648, 7.34542 -9.54338  5.83818, 1.07602 0.450647 0.236223, 1.17316 0.171805 0.121213,0.396673 0.402329 0.111442,   0.596924    0.131988 6.50438e-13,0 0 0,-44.4965  19.8548  138.493,0 0 0,-20.444 35.8489 164.134
1.24,0.746852 0.241476 0.506966, 7.92099 -9.87372  5.72938, 1.08884 0.454778 0.232526, 1.17316 0.171805 0.121213,0.408795 0.409285 0.106311,   0.596924    0.131988 6.50438e-13,0 0 0,-67.8021   30.272  211.047,0 0 0,-31.1535  54.6331  250.116
1.25,0.752987 0.242877 0.497437, 8.44739 -10.2031  5.61116,  1.1016 0.458888  0.22806, 1.17316 0.171805 0.121213,0.420858 0.416209 0.100111,   0.596924    0.131988 6.50438e-13,0 0 0,-88.2802  39.4476   274.82,0 0 0,-40.566 71.1481 325.686
1.26,0.758862 0.244501 0.488133, 8.91213 -10.5316  5.48164,  1.1142 0.462949 0.222952, 1.17316 0.171805 0.121213, 0.432776  0.423049 0.0930217,   0.596924    0.131988 6.50438e-13,0 0 0,-101.692  45.4971  316.626,0 0 0,-46.7345  81.9822  375.213
1.27,0.764427 0.246392 0.479297,  9.3027 -10.8588    5.339, 1.12655 0.466931 0.217332, 1.17316 0.171805 0.121213, 0.444462  0.429755 0.0852205,   0.596924    0.131988 6.50438e-13,0 0 0,-104.611  46.8941    325.8,0 0 0,-48.0847  84.3755  386.058
1.28, 0.76963 0.248595  0.47117, 9.60663 -11.1849  5.18137, 1.13857 0.470803 0.211327, 1.17316 0.171805 0.121213, 0.455827  0.436278 0.0768853,   0.596924    0.131988 6.50438e-13,0 0 0,-104.602  46.9684  325.846,0 0 0,-48.0882  84.4027   386.09
1.29,0.774418 0.251154 0.463993,  9.8114 -11.5096  5.00692, 1.15016 0.474537 0.205066, 1.17316 0.171805 0.121213, 0.466785  0.442566 0.0681942,   0.596924    0.131988 6.50438e-13,0 0 0,-104.596   47.013  325.873,0 0 0,-48.0903   84.419  386.109
1.3,0.778741 0.254114 0.458008,9.90453 -11.833 4.81379, 1.16122 0.478102 0.198676, 1.17316 0.171805 0.121213, 0.477247  0.448571 0.0593251,   0.596924    0.131988 6.50438e-13,0 0 0,-104.595  47.0278  325.883,0 0 0,-48.091 84.4245 386.116
1.31,0.782564 0.257506 0.453375,  9.8777 -12.1548  4.60081, 1.17167 0.481468 0.192287, 1.17316 0.171805 0.121213,0.487128 0.454242 0.050456,   0.596924    0.131988 6.50438e-13,0 0 0,-104.596   47.013  325.873,0 0 0,-48.0903   84.419  386.109
1.32, 0.78592 0.261298 0.449934, 9.73927 -12.4754  4.36945, 1.18141 0.484607 0.186026, 1.17316 0.171805 0.121213,  0.49634  0.459528 0.0417649,   0.596924    0.131988 6.50438e-13,0 0 0,-104.602  46.9684  325.846,0 0 0,-48.0882  84.4027   386.09
1.33,0.788863 0.265446 0.447442, 9.50177 -12.7949  4.12189, 1.19035 0.487488 0.180021, 1.17316 0.171805 0.121213, 0.504794   0.46438 0.0334297,   0.596924    0.131988 6.50438e-13,0 0 0,-104.611  46.8941    325.8,0 0 0,-48.0847  84.3755  386.058
1.34,0.791443 0.269907  0.44566, 9.17774 -13.1137  3.86028, 1.19839 0.490081 0.174401, 1.17316 0.171805 0.121213, 0.512405  0.468748 0.0256284,   0.596924    0.131988 6.50438e-13,0 0 0,-101.692  45.4971  316.626,0 0 0,-46.7345  81.9822  375.213
1.35,0.793713 0.274635 0.444345, 8.77971 -13.4321  3.58677, 1.20546 0.492357 0.169293, 1.17316 0.171805 0.121213, 0.519085  0.472582 0.0185391,   0.596924    0.131988 6.50438e-13,0 0 0,-88.2802  39.4476   274.82,0 0 0,-40.566 71.1481 325.686
1.36,0.795724 0.279586 0.443256, 8.32023 -13.7502  3.30353, 1.21144 0.494286 0.164827, 1.17316 0.171805 0.121213, 0.524745   0.47583 0.0123396,   0.596924    0.131988 6.50438e-13,0 0 0,-67.8021   30.272  211.047,0 0 0,-31.1535  54.6331  250.116
1.37,0.797528 0.284715 0.442152, 7.81181 -14.0684  3.01271, 1.21626 0.495838  0.16113, 1.17316 0.171805 0.121213,  0.5293 0.478444 0.007208,   0.596924    0.131988 6.50438e-13,0 0 0,-44.4965  19.8548  138.493,0 0 0,-20.444 35.8489 164.134
1.38,0.799177 0.289977 0.440792, 7.26701 -14.3869  2.71647, 1.21981 0.496983 0.158331, 1.17316 0.171805 0.121213, 0.532662  0.480374 0.0033222,   0.596924    0.131988 6.50438e-13,0 0 0,-22.6019  10.0808   70.343,0 0 0,-10.3841  18.2074  83.3679
1.39,0.800722 0.295329 0.438933, 6.69835 -14.7059  2.41697, 1.22201 0.497692 0.156557, 1.17316 0.171805 0.121213,   0.534743    0.481568 0.000860214,   0.596924    0.131988 6.50438e-13,0 0 0,-6.3569 2.83428 19.7834,0 0 0,-2.92047  5.12049  23.4468
1.4,0.802215 0.300726 0.436335, 6.11836 -15.0258  2.11636, 1.22277 0.497935 0.155937, 1.17316 0.171805 0.121213,   0.535456    0.481977 4.68681e-13,   0.596924    0.131988 6.50438e-13,0 0 0,-2.84217e-14            0  1.13687e-13,0 0 0,-1.42109e-14  5.68434e-14  1.13687e-13
1.41,0.803705 0.306106 0.432854, 5.53852 -15.3456    1.817, 1.22277 0.497935 0.155937, 1.17322 0.171263 0.121799,   0.535456    0.481977 4.68684e-13,   0.596796    0.131491 0.000150273,-4.65418 -8.07677   19.345,0 0 0, 9.93211 -16.9823  42.4713,0 0 0
1.42,0.805225 0.311347 0.428738, 4.96594 -15.6591  1.52206, 1.22277 0.497935 0.155937,  1.1734 0.169683 0.123475,   0.535456    0.481977 4.68684e-13,   0.596423    0.130042 0.000580363,-16.5416   -28.72  68.7849,0 0 0, 35.3202 -60.3845  151.018,0 0 0
1.43,0.806804 0.316307 0.424332, 4.40671 -15.9591  1.23489, 1.22277 0.497935 0.155937, 1.17369 0.167129 0.126121,   0.535456    0.481977 4.68684e-13,   0.59582   0.127701 0.00125918,-32.5494 -56.5491  135.427,0 0 0,69.5518 -118.89 297.341,0 0 0
1.44,0.808474 0.320847 0.419982, 3.86687 -16.2381 0.958853, 1.22277 0.497935 0.155937, 1.17408  0.16367 0.129615,   0.535456    0.481977 4.68684e-13,  0.595003   0.124529 0.00215563,-49.5651 -86.1834   206.38,0 0 0, 106.015 -181.182  453.139,0 0 0
1.45,0.810263 0.324827 0.416032, 3.35248  -16.489 0.697311, 1.22277 0.497935 0.155937, 1.17456  0.15937 0.133837,   0.535456    0.481977 4.68684e-13,  0.593988   0.120587 0.00323863,-64.4758 -112.242  268.749,0 0 0, 138.096 -235.943  590.111,0 0 0
1.46,0.812202 0.328107 0.412829, 2.86962 -16.7043 0.453621, 1.22277 0.497935 0.155937, 1.17513 0.154297 0.138664,   0.535456    0.481977 4.68684e-13,   0.59279   0.115935 0.00447708,-74.1689 -129.345  309.644,0 0 0, 159.184 -271.856  679.959,0 0 0
1.47, 0.81432 0.330546 0.410717, 2.42434 -16.8768 0.231146, 1.22277 0.497935 0.155937, 1.17578 0.148516 0.143976,   0.535456    0.481977 4.68684e-13, 0.591424  0.110635 0.0058399,-76.1322 -133.139  318.636,0 0 0, 163.927 -279.769  699.789,0 0 0
1.48,0.816648 0.332005 0.410043,   2.0227  -16.9991 0.0332443, 1.22277 0.497935 0.155937, 1.17651 0.142094 0.149651,   0.535456    0.481977 4.68684e-13,  0.589908   0.104747 0.00729599,-75.9832 -133.198  318.698,0 0 0, 164.062 -279.839  699.999,0 0 0
1.49,0.819215 0.332344 0.411151,  1.67076  -17.0638 -0.136723, 1.22277 0.497935 0.155937, 1.17729 0.135098 0.155569,   0.535456    0.481977 4.68684e-13,  0.588256  0.0983314 0.00881426,-75.8938 -133.233  318.735,0 0 0, 164.143 -279.882  700.124,0 0 0
1.5,0.822052 0.331422 0.414387,  1.37459  -17.0637 -0.275397, 1.22277 0.497935 0.155937, 1.17814 0.127593 0.161609,   0.535456    0.481977 4.68684e-13, 0.586483 0.0914502 0.0103636, -75.864 -133.245  318.747,0 0 0,  164.17 -279.896  700.166,0 0 0
1.51,0.825178 0.329147 0.419981,  1.13821  -16.9938 -0.380553, 1.22277 0.497935 0.155937, 1.17903 0.119646 0.167648,   0.535456    0.481977 4.68684e-13, 0.584607 0.0841636  0.011913,-75.8938 -133.233  318.735,0 0 0, 164.143 -279.882  700.124,0 0 0
1.52,0.828574 0.325611 0.427703, 0.957499  -16.8589 -0.454518, 1.22277 0.497935 0.155937, 1.17997 0.111323 0.173566,   0.535456    0.481977 4.68684e-13, 0.582641 0.0765324 0.0134313,-75.9832 -133.198  318.698,0 0 0, 164.062 -279.839  699.999,0 0 0
1.53,0.832209 0.320955 0.437208, 0.826313  -16.6663 -0.500755, 1.22277 0.497935 0.155937, 1.18094 0.102691 0.179241,   0.535456    0.481977 4.68684e-13, 0.580603 0.0686175 0.0148873,-76.1322 -133.139  318.636,0 0 0, 163.927 -279.769  699.789,0 0 0
1.54,0.836054 0.315318 0.448149, 0.738498  -16.4232 -0.522726, 1.22277 0.497935 0.155937,  1.18194 0.0938151  0.184553,   0.535456    0.481977 4.68684e-13, 0.578507 0.0604795 0.0162502,-74.1689 -129.345  309.644,0 0 0, 159.184 -271.856  679.959,0 0 0
1.55,0.840078 0.308841 0.460182, 0.687902  -16.1368 -0.523896, 1.22277 0.497935 0.155937,  1.18296 0.0847627  0.189381,   0.535456    0.481977 4.68684e-13, 0.576369 0.0521795 0.0174886,-64.4758 -112.242  268.749,0 0 0, 138.096 -235.943  590.111,0 0 0
1.56,0.844252 0.301664 0.472962, 0.668373  -15.8142 -0.507726, 1.22277 0.497935 0.155937,  1.18399 0.0755998  0.193602,   0.535456    0.481977 4.68684e-13, 0.574205 0.0437781 0.0185716,-49.5651 -86.1834   206.38,0 0 0, 106.015 -181.182  453.139,0 0 0
1.57,0.848545 0.293927 0.486143,  0.67376  -15.4628 -0.477679, 1.22277 0.497935 0.155937,  1.18503 0.0663927  0.197096,   0.535456    0.481977 4.68684e-13, 0.572031 0.0353362 0.0194681,-32.5494 -56.5491  135.427,0 0 0,69.5518 -118.89 297.341,0 0 0
1.58,0.852929 0.285769 0.499379,0.697911 -15.0898 -0.43722, 1.22277 0.497935 0.155937,  1.18606 0.0572077  0.199742,   0.535456    0.481977 4.68684e-13, 0.569862 0.0269145 0.0201469,-16.5416   -28.72  68.7849,0 0 0, 35.3202 -60.3845  151.018,0 0 0
1.59,0.857372 0.277332 0.512325,0.734674 -14.7023 -0.38981, 1.22277 0.497935 0.155937,  1.18708 0.0481111  0.201419,   0.535456    0.481977 4.68684e-13, 0.567713 0.0185739  0.020577,-4.65418 -8.07677   19.345,0 0 0, 9.93211 -16.9823  42.4713,0 0 0
1.6,0.861845 0.268754 0.524636, 0.777899  -14.3077 -0.338913, 1.22277 0.497935 0.155937,  1.18809 0.0391693  0.202004,   0.535456    0.481977 4.68684e-13, 0.565602 0.0103752 0.0207272,          0           0 2.27374e-13,0 0 0,           0 -1.13687e-13  2.27374e-13,0 0 0
1.61,0.866323 0.260153 0.536023, 0.822458  -13.9118 -0.287414, 1.22272  0.49728 0.156107,   1.1891 0.0302275   0.20157,   0.53577   0.481344 0.00107481,   0.56349 0.00217647   0.020577,0 0 0,0 0 0,0 0 0,0 0 0
1.62,0.870802 0.251552  0.54643, 0.867327  -13.5159 -0.235887, 1.22258 0.495367 0.156595,  1.19012 0.0211309  0.200327,  0.536689   0.479497 0.00415098,   0.561342 -0.00616412   0.0201469,0 0 0,0 0 0,0 0 0,0 0 0
1.63, 0.87528 0.242951 0.555857, 0.912506  -13.1201 -0.184326, 1.22235 0.492278 0.157364,  1.19115 0.0119459  0.198366,  0.538173   0.476513 0.00900615,  0.559173 -0.0145858  0.0194681,0 0 0,0 0 0,0 0 0,0 0 0
1.64,0.879758  0.23435 0.564303, 0.957994  -12.7243 -0.132727, 1.22205 0.488093 0.158379,   1.19219 0.00273877   0.195776, 0.540183   0.47247 0.0154179,  0.556999 -0.0230277  0.0185716,0 0 0,0 0 0,0 0 0,0 0 0
1.65,0.884236 0.225749 0.571768,   1.00379   -12.3284 -0.0810851, 1.22167 0.482891 0.159606,    1.19322 -0.00642413    0.192646,0.542682 0.467446 0.023164,  0.554835 -0.0314291  0.0174886,0 0 0,0 0 0,0 0 0,0 0 0
1.66,0.888714 0.217148 0.578252,    1.0499   -11.9326 -0.0293962, 1.22122 0.476753 0.161009,   1.19424 -0.0154765   0.189068,  0.54563  0.461517 0.0320219,  0.552697 -0.0397292  0.0162502,0 0 0,0 0 0,0 0 0,0 0 0
1.67,0.893193 0.208547 0.583756,  1.09632  -11.5368 0.0223446, 1.22071  0.46976 0.162552,  1.19524 -0.024352   0.18513, 0.548989  0.454761 0.0417693,  0.550601 -0.0478671  0.0148873,0 0 0,0 0 0,0 0 0,0 0 0
1.68,0.897671 0.199946 0.588279,  1.14306  -11.1411 0.0741418, 1.22014  0.46199 0.164202,   1.19621 -0.0329844   0.180923, 0.552721  0.447256 0.0521838, 0.548562 -0.055782 0.0134313,0 0 0,0 0 0,0 0 0,0 0 0
1.69,0.902149 0.191345 0.591821,  1.1901 -10.7453    0.126, 1.21952 0.453526 0.165922,   1.19715 -0.0413073   0.176536,0.556787  0.43908 0.063043,  0.546597 -0.0634132   0.011913,0 0 0,0 0 0,0 0 0,0 0 0
1.7,0.906627 0.182744 0.594383, 1.23746 -10.3495 0.177924, 1.21885 0.444446 0.167677,   1.19804 -0.0492543   0.172059, 0.561149  0.430309 0.0741247,   0.54472 -0.0706998  0.0103636,0 0 0,0 0 0,0 0 0,0 0 0
1.71,0.911105 0.174143 0.595964, 1.28512  -9.9538 0.229919, 1.21815 0.434832 0.169432,   1.19889 -0.0567593   0.167582, 0.565767  0.421022 0.0852063,  0.542948 -0.0775811 0.00881426,0 0 0,0 0 0,0 0 0,0 0 0
1.72,0.915584 0.165542 0.596565,  1.3331 -9.55807 0.281988, 1.21741 0.424762 0.171152,   1.19968 -0.0637558   0.163195, 0.570604  0.411295 0.0960656,  0.541296 -0.0839961 0.00729599,0 0 0,0 0 0,0 0 0,0 0 0
1.73,0.920062 0.156941 0.596184,  1.3814 -9.16236 0.334137, 1.21665 0.414319 0.172801,    1.2004 -0.0701776   0.158988, 0.57562 0.401207  0.10648,  0.539779 -0.0898842  0.0058399,0 0 0,0 0 0,0 0 0,0 0 0
1.74, 0.92454  0.14834 0.594824, 1.43001 -8.76667  0.38637, 1.21586 0.403581 0.174345,   1.20105 -0.0759583    0.15505,0.580778 0.390835 0.116228,  0.538414 -0.0951845 0.00447708,0 0 0,0 0 0,0 0 0,0 0 0
1.75,0.929018 0.139739 0.592482, 1.47893 -8.37099 0.438692, 1.21506 0.392629 0.175748,   1.20162 -0.0810316   0.151471,0.586039 0.380256 0.125085,  0.537216 -0.0998362 0.00323863,0 0 0,0 0 0,0 0 0,0 0 0
1.76,0.933496 0.131138  0.58916, 1.52818 -7.97532 0.491107, 1.21425 0.381543 0.176975,    1.2021 -0.0853312   0.148342,0.591364 0.369548 0.132831,  0.536201  -0.103778 0.00215563,0 0 0,0 0 0,0 0 0,0 0 0
1.77,0.937975 0.122537 0.584857, 1.57774 -7.57968 0.543621, 1.21343 0.370404  0.17799,   1.20249 -0.0887907   0.145752,0.596715 0.358788 0.139243,  0.535384  -0.106951 0.00125918,0 0 0,0 0 0,0 0 0,0 0 0
1.78,0.942453 0.113936 0.579573, 1.62762 -7.18405 0.596237, 1.21262 0.359292 0.178759,  1.20278 -0.091344   0.14379,0.602052 0.348054 0.144098,   0.534781   -0.109292 0.000580363,0 0 0,0 0 0,0 0 0,0 0 0
1.79,0.946931 0.105335 0.573309, 1.67782 -6.78843  0.64896, 1.21182 0.348287 0.179246,   1.20296 -0.0929246   0.142548,0.607339 0.337423 0.147175,   0.534407   -0.110741 0.000150273,0 0 0,0 0 0,0 0 0,0 0 0
1.8, 0.951409 0.0967345  0.566064, 1.72835 -6.39284 0.701795, 1.21102 0.337469 0.179416,   1.20302 -0.0934661   0.142113,0.612535 0.326973 0.148249,    0.534279    -0.111237 -5.83026e-12,0 0 0,0 0 0,0 0 0,0 0 0
1.81, 0.955881 0.0881452  0.557878, 1.77854 -5.99731 0.754346, 1.21023 0.326651 0.179127,   1.20302 -0.0934661   0.142113,0.617732 0.316523 0.147175,    0.534279    -0.111237 -5.83025e-12,0 0 0,-7.25952  8.95363  32.4708,0 0 0,0.416826   3.5128  10.0444
1.82, 0.960313 0.0796258  0.548949, 1.82513  -5.6021 0.804616, 1.20943 0.315645 0.178299,   1.20302 -0.0934661   0.142113,0.623018 0.305893 0.144098,    0.534279    -0.111237 -5.83025e-12,0 0 0,-25.8251   31.836   115.46,0 0 0,1.47241 12.4985 35.7102
1.83, 0.964668 0.0712463  0.539514, 1.86419 -5.20749 0.850205, 1.20861 0.304533 0.176991,   1.20302 -0.0934661   0.142113,0.628356 0.295159 0.139243,    0.534279    -0.111237 -5.83025e-12,0 0 0,-50.8775  62.6793  227.334,0 0 0,2.87439 24.6281 70.2962
1.84, 0.968905 0.0630765  0.529811, 1.89181  -4.8138 0.888716,  1.2078 0.293394 0.175265,   1.20302 -0.0934661   0.142113,0.633706 0.284399 0.132831,    0.534279    -0.111237 -5.83025e-12,0 0 0,-77.5971  95.5157  346.458,0 0 0,4.33043 37.5725 107.101
1.85, 0.972986 0.0551864  0.520077, 1.90405 -4.42131  0.91775, 1.20699 0.282308 0.173179,   1.20302 -0.0934661   0.142113,0.639031 0.273691 0.125085,    0.534279    -0.111237 -5.83025e-12,0 0 0,-101.165  124.377  451.197,0 0 0,5.54817 49.0026 139.425
1.86, 0.976872 0.0476459  0.510549, 1.89699 -4.03033 0.934909, 1.20619 0.271357 0.170794,   1.20302 -0.0934661   0.142113,0.644292 0.263112 0.116228,    0.534279    -0.111237 -5.83025e-12,0 0 0,-116.761  143.297  519.917,0 0 0,6.23527 56.5895 160.565
1.87,0.980523 0.040525 0.501465, 1.86671 -3.64114 0.937795,  1.2054 0.260619 0.168169,   1.20302 -0.0934661   0.142113, 0.64945 0.252739  0.10648,    0.534279    -0.111237 -5.83025e-12,0 0 0,-120.478  147.447  535.117,0 0 0,6.16256 58.4432 165.106
1.88, 0.983901 0.0338935  0.493063, 1.80928 -3.25405 0.924009, 1.20464 0.250175 0.165365,   1.20302 -0.0934661   0.142113, 0.654466  0.242651 0.0960656,    0.534279    -0.111237 -5.83025e-12,0 0 0,-120.782  147.466   535.31,0 0 0,5.94558 58.6355 165.033
1.89, 0.986966 0.0278214  0.485579, 1.72079 -2.86935 0.891153,  1.2039 0.240106 0.162441,   1.20302 -0.0934661   0.142113, 0.659303  0.232925 0.0852063,    0.534279    -0.111237 -5.83025e-12,0 0 0,-120.964  147.478  535.425,0 0 0, 5.8154 58.7509 164.989
1.9,  0.98968 0.0223786  0.479252,  1.5973 -2.48734 0.836829,  1.2032 0.230491 0.159457,   1.20302 -0.0934661   0.142113, 0.663922  0.223637 0.0741247,    0.534279    -0.111237 -5.83025e-12,0 0 0,-121.025  147.482  535.463,0 0 0,5.77201 58.7894 164.975
1.91,0.992014 0.017617 0.474251, 1.43731 -2.10944 0.760053, 1.20253 0.221412 0.156473,   1.20302 -0.0934661   0.142113,0.668283 0.214867 0.063043,    0.534279    -0.111237 -5.83025e-12,0 0 0,-120.964  147.478  535.425,0 0 0, 5.8154 58.7509 164.989
1.92,0.993985 0.013517 0.470479, 1.24904 -1.74153 0.665501, 1.20191 0.212947 0.153548,   1.20302 -0.0934661   0.142113, 0.672349   0.20669 0.0521838,    0.534279    -0.111237 -5.83025e-12,0 0 0,-120.782  147.466   535.31,0 0 0,5.94558 58.6355 165.033
