time , lin_pos[m] , euler_rpy[deg] , foot1_pos[m] , foot2_pos[m] , foot3_pos[m] , foot4_pos[m] , foot1_F[N] , foot2_F[N] , foot3_F[N] , foot4_F[N] , foot1_contact , foot2_contact , foot3_contact , foot4_contact 
0,   0    0 0.42,0 0 0,0.34 0.19    0, 0.34 -0.19     0,-0.34  0.19     0,-0.34 -0.19     0,-14.4452  4.76092  299.238,-196.473  56.6917  594.588, 12.206 11.0123 249.039,-24.7683  36.6978  299.928
0.89,   0.771 0.251129 0.363289,8.64744 8.07461 -15.432,   1.07086    0.46786 -0.0882315,  0.868071  0.0164256 -0.0355361,  0.576775   0.661154 0.00634751,  0.216549    0.20351 0.00284116, 255.251 -303.615  131.366,0 0 0,-273.765  37.4769  350.512,0 0 0
0.9,0.783387 0.253464 0.362519, 8.68178  8.78931 -15.3096,   1.07086    0.46786 -0.0882315,  0.877724  0.0249563 -0.0408385,  0.576775   0.661154 0.00634751,  0.236655   0.211342 0.00616665, 261.248 -299.634  111.323,0 0 0,-277.223  31.9967  325.208,0 0 0
0.91, 0.79572 0.254926 0.362202, 8.88775  9.57038 -15.2732,   1.07086    0.46786 -0.0882315, 0.887965 0.0339789 -0.046141,  0.576775   0.661154 0.00634751,   0.25807   0.219641 0.00949214, 255.251 -303.615  131.366,0 0 0,-273.765  37.4769  350.512,0 0 0
0.92,0.808002 0.255576  0.36224, 9.25314  10.4133 -15.3164,   1.07086    0.46786 -0.0882315, 0.898712 0.0434163 -0.051337,  0.576775   0.661154 0.00634751,  0.28064  0.228339 0.0127509,  237.26 -315.559  191.494,0 0 0,-263.391  53.9176  426.424,0 0 0
0.93, 0.82024 0.255505 0.362484, 9.75983  11.3115 -15.4297,   1.07086    0.46786 -0.0882315,  0.909883  0.0531909 -0.0563202,  0.576775   0.661154 0.00634751, 0.304211  0.237368 0.0158762, 207.276 -335.466  291.708,0 0 0,-246.102  81.3188  552.944,0 0 0
0.94,0.832438 0.254803 0.362787, 10.3897  12.2583 -15.6035,   1.07086    0.46786 -0.0882315,  0.921397  0.0632253 -0.0609842,  0.576775   0.661154 0.00634751, 0.328629  0.246659 0.0188013, 167.577 -348.576  396.821,0 0 0,-219.668  110.016   680.48,0 0 0
0.95,0.844602 0.253562    0.363, 11.1247  13.2469 -15.8282,   1.07086    0.46786 -0.0882315,  0.933172  0.0734423 -0.0652226,  0.576775   0.661154 0.00634751,  0.35374  0.256144 0.0214594, 126.726 -315.025  407.096,0 0 0,-179.878  112.626  669.769,0 0 0
0.96,0.856738 0.251873 0.362977, 11.9466  14.2708 -16.0943,   1.07086    0.46786 -0.0882315, 0.945127 0.0837643 -0.068929,  0.576775   0.661154 0.00634751, 0.37939 0.265756 0.023784, 87.7302 -248.309  344.718,0 0 0,-132.614  95.2651  554.869,0 0 0
0.97, 0.86885 0.249825  0.36257, 12.8374  15.3233 -16.3923,   1.07086    0.46786 -0.0882315, 0.957179 0.0941141 -0.071997,  0.576775   0.661154 0.00634751, 0.405426  0.275426 0.0257081, 53.0752 -165.939  241.253,0 0 0,-84.4346  66.6279  383.111,0 0 0
0.98,0.880944  0.24751 0.361629, 13.7789  16.3977 -16.7126,   1.07086    0.46786 -0.0882315,  0.969247   0.104414 -0.0743201,  0.576775   0.661154 0.00634751, 0.431693  0.285086 0.0271651,25.2454 -85.424 128.268,0 0 0,-41.8995  35.4085  201.826,0 0 0
0.99,0.893027 0.245019 0.360009, 14.7531  17.4873 -17.0456,   1.07086    0.46786 -0.0882315, 0.981249  0.114587 -0.075792,  0.576775   0.661154 0.00634751, 0.458037  0.294667 0.0280882, 6.72547 -24.2743   37.328,0 0 0,-11.5681  10.3012   58.345,0 0 0
1,0.905102 0.242442  0.35756, 15.7418  18.5856 -17.3818,   1.07086    0.46786 -0.0882315,  0.993104   0.124556 -0.0763063,  0.576775   0.661154 0.00634751, 0.484304  0.304103 0.0284107,-4.26326e-14            0  2.27374e-13,0 0 0, 5.68434e-14 -5.68434e-14            0,0 0 0
1.01,0.917175 0.239856 0.354161,   16.73  19.6868 -17.7132,   1.07165    0.46771 -0.0893764,   1.00502   0.134492 -0.0807904,  0.577771   0.661266 0.00761028, 0.510983  0.313557 0.0282734,0 0 0,0 0 0,0 0 0,0 0 0
1.02,0.929246 0.237278 0.349789, 17.7147  20.7899 -18.0383,   1.07392   0.467267 -0.0926531,   1.0172  0.144572 -0.093624, 0.580668  0.661576 0.0112244, 0.538505  0.323194 0.0278803,0 0 0,0 0 0,0 0 0,0 0 0
1.03,0.941315 0.234708 0.344443, 18.6963  21.8948 -18.3574,   1.07759   0.466543 -0.0978248, 1.02955 0.154726 -0.11388, 0.585333  0.662047 0.0169287,  0.56663   0.33294 0.0272599,0 0 0,0 0 0,0 0 0,0 0 0
1.04,0.953382 0.232146 0.338124, 19.6749  23.0014 -18.6703,  1.08254  0.465548 -0.104655,  1.04198  0.164882 -0.140629, 0.591632  0.662639 0.0244617,  0.59512  0.342724 0.0264406,0 0 0,0 0 0,0 0 0,0 0 0
1.05,0.965448 0.229591 0.330831, 20.6507  24.1096 -18.9774,  1.08869  0.464294 -0.112906,  1.05438   0.17497 -0.172945,  0.59943  0.663314 0.0335624, 0.623736  0.352474 0.0254507,0 0 0,0 0 0,0 0 0,0 0 0
1.06,0.977512 0.227043 0.322564, 21.6238  25.2193 -19.2786,  1.09592  0.462792 -0.122341,1.06667 0.18492 -0.2099, 0.608594  0.664034 0.0439694, 0.652238  0.362117 0.0243189,0 0 0,0 0 0,0 0 0,0 0 0
1.07,0.989575 0.224503 0.313323, 22.5946  26.3305 -19.5742,  1.10414  0.461054 -0.132724,  1.07875   0.19466 -0.250566, 0.618988   0.66476 0.0554214, 0.680387  0.371582 0.0230733,0 0 0,0 0 0,0 0 0,0 0 0
1.08, 1.00164  0.22197 0.303109, 23.5631  27.4431 -19.8642,  1.11323   0.45909 -0.143817,  1.09053  0.204121 -0.294015,  0.63048  0.665455 0.0676572, 0.707945  0.380796 0.0217425,0 0 0,0 0 0,0 0 0,0 0 0
1.09,  1.0137 0.219444  0.29192, 24.5296  28.5569 -20.1488,  1.12311  0.456913 -0.155384,   1.1019   0.21323 -0.339319, 0.642935  0.666078 0.0804156, 0.734671  0.389687 0.0203549,0 0 0,0 0 0,0 0 0,0 0 0
1.1, 1.02575 0.216926 0.279758,25.4942  29.672 -20.428,  1.13367  0.454533 -0.167188,  1.11279  0.221919 -0.385551, 0.656219  0.666593 0.0934352, 0.760328  0.398183 0.0189388,0 0 0,0 0 0,0 0 0,0 0 0
1.11, 1.03781 0.214416 0.266622,26.4572 30.7882 -20.702,   1.1448  0.451962 -0.178993,  1.12309  0.230115 -0.431783,0.670198  0.66696 0.106455, 0.784677  0.406213 0.0175228,0 0 0,0 0 0,0 0 0,0 0 0
1.12, 1.04987 0.211916 0.252516, 27.4188  31.9054 -20.9708, 1.15641  0.44921 -0.19056,   1.1327  0.237749 -0.477088,0.684737 0.667142 0.119213, 0.807477  0.413703 0.0161351,0 0 0,0 0 0,0 0 0,0 0 0
1.13, 1.06192 0.209427 0.237438,  28.379  33.0237 -21.2345,  1.16839   0.44629 -0.201653,  1.14154  0.244749 -0.520537,0.699703 0.667099 0.131449,  0.82849  0.420582 0.0148043,0 0 0,0 0 0,0 0 0,0 0 0
1.14, 1.07397 0.206947 0.221388,  29.338   34.143 -21.4932,  1.18063  0.443213 -0.212036,   1.1495  0.251045 -0.561202,0.714962 0.666794 0.142901, 0.847477  0.426778 0.0135588,0 0 0,0 0 0,0 0 0,0 0 0
1.15, 1.08602 0.204478 0.204367,  30.296  35.2631 -21.7469,  1.19305  0.439989 -0.221471,   1.1565  0.256566 -0.598157,0.730378 0.666187 0.153308, 0.864199  0.432219 0.0124269,0 0 0,0 0 0,0 0 0,0 0 0
1.16, 1.09808 0.202017 0.186372, 31.2533  36.3842 -21.9957,  1.20553   0.43663 -0.229722,  1.16244  0.261242 -0.630473, 0.74582 0.665241 0.162409, 0.878417  0.436832 0.0114371,0 0 0,0 0 0,0 0 0,0 0 0
1.17, 1.11013 0.199566 0.167405, 32.2098   37.506 -22.2398,  1.21798  0.433148 -0.236552,  1.16723  0.265002 -0.657223,0.761151 0.663917 0.169942, 0.889891  0.440545 0.0106177,0 0 0,0 0 0,0 0 0,0 0 0
1.18, 1.12217 0.197125 0.147465, 33.1658  38.6287 -22.4791,  1.23029  0.429553 -0.241724,  1.17076  0.267775 -0.677478,0.776238 0.662176 0.175646,  0.898383   0.443287 0.00999732,0 0 0,0 0 0,0 0 0,0 0 0
1.19, 1.13422 0.194691 0.126551, 34.1215   39.752 -22.7137,  1.24236  0.425857 -0.245001,  1.17295  0.269491 -0.690312,0.790947 0.659981  0.17926,  0.903654   0.444985 0.00960424,0 0 0,0 0 0,0 0 0,0 0 0
1.2, 1.14627 0.192267 0.104664,  35.077  40.8759 -22.9438,  1.25409  0.422072 -0.246145,   1.1737  0.270079 -0.694796,0.805144 0.657293 0.180523, 0.905464  0.445567 0.0094669,0 0 0,0 0 0,0 0 0,0 0 0
1.21,  1.15831  0.189848 0.0818776, 36.0317  41.9998 -23.1668,  1.26567  0.418117 -0.247514,   1.1737  0.270079 -0.694796,0.819048 0.654019 0.180881, 0.905464  0.445567 0.0094669,0 0 0,  15.533 -49.3206  37.7562,0 0 0,-20.7858 -2.97878  75.1752
1.22,   1.1703  0.187411 0.0585602,36.9818 43.1195  -23.37,  1.27732  0.413937 -0.251431,   1.1737  0.270079 -0.694796,0.832919 0.650149 0.181908, 0.905464  0.445567 0.0094669,0 0 0, 56.9184 -171.717  133.487,0 0 0,-76.1007 -7.39272  263.085
1.23,   1.1822  0.184927 0.0351518, 37.9228  44.2306 -23.5381,  1.28895  0.409578 -0.257614,   1.1737  0.270079 -0.694796,0.846684 0.645766 0.183528, 0.905464  0.445567 0.0094669,0 0 0,116.336 -328.84 260.887,0 0 0,-155.381 -6.45822  507.308
1.24,  1.19395  0.182365 0.0120923, 38.8499  45.3284 -23.6561,  1.30051  0.405086 -0.265779,   1.1737  0.270079 -0.694796,0.860268 0.640952 0.185667, 0.905464  0.445567 0.0094669,0 0 0, 185.965 -482.341   393.65,0 0 0,-248.063  6.60828   751.42
1.25,    1.2055   0.179695 -0.0101785, 39.7588  46.4083 -23.7085,  1.31191  0.400508 -0.275643,   1.1737  0.270079 -0.694796,0.873599  0.63579 0.188252, 0.905464  0.445567 0.0094669,0 0 0, 257.986 -593.873  505.469,0 0 0,-343.583  38.5904  938.999
1.26,   1.21682   0.176888 -0.0312205, 40.6447  47.4657 -23.6802,   1.3231   0.39589 -0.286923,   1.1737  0.270079 -0.694796,0.886603 0.630362 0.191207, 0.905464  0.445567 0.0094669,0 0 0, 324.577 -625.086  570.038,0 0 0,-431.377  96.2717  1013.62
1.27,  1.22784  0.173912 -0.050594, 41.5032  48.4959 -23.5559,  1.33399  0.391278 -0.299335,   1.1737  0.270079 -0.694796,0.899206 0.624751 0.194459, 0.905464  0.445567 0.0094669,0 0 0, 378.148 -547.704  566.653,0 0 0,-501.257  182.739  932.817
1.28,  1.23852  0.170738 -0.067859, 42.3296  49.4942 -23.3204,  1.34452  0.386719 -0.312598,   1.1737  0.270079 -0.694796,0.911335 0.619039 0.197934, 0.905464  0.445567 0.0094669,0 0 0, 416.173 -465.683  549.623,0 0 0,-550.66 254.705 838.227
1.29,   1.24881   0.167335 -0.0825755, 43.1193  50.4562 -22.9585,  1.35462  0.382258 -0.326426,   1.1737  0.270079 -0.694796,0.922916  0.61331 0.201557, 0.905464  0.445567 0.0094669,0 0 0,438.988 -416.47 539.405,0 0 0,-580.301  297.885  781.473
1.3,   1.25866   0.163674 -0.0943038, 43.8678  51.3771 -22.4549,  1.36421  0.377942 -0.340538,   1.1737  0.270079 -0.694796,0.933876 0.607645 0.205255, 0.905464  0.445567 0.0094669,0 0 0, 446.593 -400.066  535.999,0 0 0,-590.182  312.278  762.555
1.31,  1.26805  0.159736 -0.102749,  44.573  52.2535 -21.7987,  1.37323  0.373818 -0.354649,   1.1737  0.270079 -0.694796,0.944141 0.602128 0.208952, 0.905464  0.445567 0.0094669,0 0 0,438.988 -416.47 539.405,0 0 0,-580.301  297.885  781.473
1.32,    1.277  0.155542 -0.108202,45.2424 53.0872 -20.996,  1.38159  0.369931 -0.368478,   1.1737  0.270079 -0.694796,0.953638 0.596841 0.212575, 0.905464  0.445567 0.0094669,0 0 0, 416.173 -465.683  549.623,0 0 0,-550.66 254.705 838.227
1.33,  1.28556  0.151122 -0.111104, 45.8861  53.8809 -20.0571, 1.38924 0.366329 -0.38174,   1.1737  0.270079 -0.694796,0.962293 0.591867  0.21605, 0.905464  0.445567 0.0094669,0 0 0, 378.148 -547.704  566.653,0 0 0,-501.257  182.739  932.817
1.34,  1.29378  0.146504 -0.111895, 46.5142  54.6376 -18.9924,   1.3961  0.363056 -0.394152,   1.1737  0.270079 -0.694796,0.970033 0.587287 0.219302, 0.905464  0.445567 0.0094669,0 0 0, 324.577 -625.086  570.038,0 0 0,-431.377  96.2717  1013.62
1.35,  1.30171  0.141717 -0.111016, 47.1367  55.3602 -17.8124,   1.4021   0.36016 -0.405432,   1.1737  0.270079 -0.694796,0.976783 0.583186 0.222258, 0.905464  0.445567 0.0094669,0 0 0, 257.986 -593.873  505.469,0 0 0,-343.583  38.5904  938.999
1.36,  1.30939  0.136791 -0.108906, 47.7635  56.0516 -16.5273,  1.40717  0.357687 -0.415296,   1.1737  0.270079 -0.694796,0.982471 0.579645 0.224842, 0.905464  0.445567 0.0094669,0 0 0, 185.965 -482.341   393.65,0 0 0,-248.063  6.60828   751.42
1.37,  1.31688  0.131753 -0.106007, 48.4049  56.7148 -15.1477,  1.41124  0.355682 -0.423461,   1.1737  0.270079 -0.694796,0.987023 0.576747 0.226982, 0.905464  0.445567 0.0094669,0 0 0,116.336 -328.84 260.887,0 0 0,-155.381 -6.45822  507.308
1.38,  1.32423  0.126634 -0.102758, 49.0708  57.3525 -13.6838,  1.41423  0.354193 -0.429644,   1.1737  0.270079 -0.694796,0.990366 0.574575 0.228602, 0.905464  0.445567 0.0094669,0 0 0, 56.9184 -171.717  133.487,0 0 0,-76.1007 -7.39272  263.085
1.39,   1.33147   0.121462 -0.0996007, 49.7713  57.9677 -12.1461,  1.41608  0.353266 -0.433561,   1.1737  0.270079 -0.694796,0.992425 0.573211 0.229628, 0.905464  0.445567 0.0094669,0 0 0,  15.533 -49.3206  37.7562,0 0 0,-20.7858 -2.97878  75.1752
1.4,   1.33867   0.116266 -0.0969743,50.5163 58.5634 -10.545, 1.41671 0.352947 -0.43493,   1.1737  0.270079 -0.694796,0.993128 0.572738 0.229987, 0.905464  0.445567 0.0094669,0 0 0, 5.68434e-14 -4.54747e-13            0,0 0 0,-1.13687e-13            0  4.54747e-13
1.41,   1.34582   0.111078 -0.0951906, 51.3082    59.14 -8.89464, 1.41671 0.352947 -0.43493,  1.17368  0.269664 -0.692846,0.993128 0.572738 0.229987, 0.904832  0.444457 0.0113063, -16.626 -80.4952  15.9785,0 0 0, 16.4179 -42.6651  25.3453,0 0 0
1.42,  1.35281  0.105939 -0.094056, 52.1176  59.6889 -7.22508, 1.41671 0.352947 -0.43493,  1.17367  0.268476 -0.687264,0.993128 0.572738 0.229987, 0.902992  0.441222 0.0165707,-59.8085 -277.389  64.7696,0 0 0, 54.5976 -141.422  84.4435,0 0 0
1.43,   1.35944   0.100893 -0.0932526, 52.9074   60.199 -5.57006, 1.41671 0.352947 -0.43493,   1.1737  0.266603 -0.678453,0.993128 0.572738 0.229987, 0.900024  0.436006 0.0248795,-119.504 -523.794  147.656,0 0 0, 97.9284 -252.412  151.888,0 0 0
1.44,   1.36555  0.0959829 -0.0924627, 53.6404  60.6592 -3.96339, 1.41671 0.352947 -0.43493,  1.17384  0.264131 -0.666818,0.993128 0.572738 0.229987, 0.896008  0.428954 0.0358523, -185.67 -752.822  265.922,0 0 0, 129.799 -331.778  202.271,0 0 0
1.45,   1.37097  0.0912512 -0.0913685, 54.2795  61.0586 -2.43887, 1.41671 0.352947 -0.43493,  1.17412  0.261147 -0.652762,0.993128 0.572738 0.229987, 0.891027  0.420209 0.0491084,-248.263 -897.585  420.849,0 0 0,   133.6 -335.662  210.188,0 0 0
1.46,   1.37553  0.0867413 -0.0896524,54.7876  61.386 -1.0303, 1.41671 0.352947 -0.43493,  1.17462  0.257739 -0.636688,0.993128 0.572738 0.229987, 0.885161  0.409915 0.0642674,-297.239 -891.196  613.722,0 0 0, 92.7187 -220.205   150.23,0 0 0
1.47,   1.37905  0.0824961 -0.0869964, 55.1274  61.6305 0.228524, 1.41671 0.352947 -0.43493, 1.17536 0.253994   -0.619,0.993128 0.572738 0.229987, 0.878491  0.398216 0.0809485,-323.957 -686.179   839.61,0 0 0,-3.44323   42.349  6.10906,0 0 0
1.48,  1.38135 0.0785588 -0.083083,55.2619  61.781 1.30379, 1.41671 0.352947 -0.43493,  1.17641  0.249998 -0.600102,0.993128 0.572738 0.229987, 0.871098  0.385257 0.0987714,-339.568 -487.816  1018.64,0 0 0,-88.4269  273.567 -121.538,0 0 0
1.49,   1.38228  0.0749723 -0.0775944,55.1539 61.8264 2.16171, 1.41671 0.352947 -0.43493,  1.17782  0.245838 -0.580396,0.993128 0.572738 0.229987,0.863063  0.37118 0.117355,-348.935 -368.798  1126.06,0 0 0,-139.417  412.297 -198.127,0 0 0
1.5,   1.38164  0.0717797 -0.0702128,54.7663 61.7558 2.76848, 1.41671 0.352947 -0.43493,  1.17964  0.241601 -0.560287,0.993128 0.572738 0.229987,0.854467 0.356131  0.13632,-352.057 -329.125  1161.87,0 0 0,-156.414  458.541 -223.656,0 0 0
1.51,   1.37934  0.0690088 -0.0607236,54.0741 61.5618 3.10147, 1.41671 0.352947 -0.43493,  1.18192  0.237375 -0.540178,0.993128 0.572738 0.229987,0.845392 0.340252 0.155284,-348.935 -368.798  1126.06,0 0 0,-139.417  412.297 -198.127,0 0 0
1.52,   1.37547  0.0666288 -0.0493365,53.1014 61.2526 3.18278, 1.41671 0.352947 -0.43493,   1.1847  0.233246 -0.520472,0.993128 0.572738 0.229987,0.835917 0.323689 0.173868,-339.568 -487.816  1018.64,0 0 0,-88.4269  273.567 -121.538,0 0 0
1.53,   1.37022  0.0645958 -0.0363699,51.8843 60.8399 3.04563, 1.41671 0.352947 -0.43493,  1.18805  0.229301 -0.501573,0.993128 0.572738 0.229987,0.826123 0.306584 0.191691,-323.957 -686.179   839.61,0 0 0,-3.44323   42.349  6.10906,0 0 0
1.54,   1.36375  0.0628657 -0.0221424,50.4591 60.3354 2.72327, 1.41671 0.352947 -0.43493,  1.19201  0.225627 -0.483885,0.993128 0.572738 0.229987,0.816093 0.289082 0.208372,-297.239 -891.196  613.722,0 0 0, 92.7187 -220.205   150.23,0 0 0
1.55,    1.35624   0.0613942 -0.00697248, 48.862  59.751 2.24893, 1.41671 0.352947 -0.43493,  1.19663  0.222312 -0.467812,0.993128 0.572738 0.229987,0.805907 0.271328 0.223531,-248.263 -897.585  420.849,0 0 0,   133.6 -335.662  210.188,0 0 0
1.56,  1.34786 0.0601374 0.0088214,47.1292 59.0984 1.65584, 1.41671 0.352947 -0.43493,  1.20196  0.219442 -0.453755,0.993128 0.572738 0.229987,0.795646 0.253463 0.236787, -185.67 -752.822  265.922,0 0 0, 129.799 -331.778  202.271,0 0 0
1.57,  1.33879  0.059051 0.0249207, 45.2969  58.3895 0.977256, 1.41671 0.352947 -0.43493, 1.20806 0.217104 -0.44212,0.993128 0.572738 0.229987,0.785391 0.235634  0.24776,-119.504 -523.794  147.656,0 0 0, 97.9284 -252.412  151.888,0 0 0
1.58,  1.32918 0.0580911  0.041007, 43.4014  57.6359 0.246402, 1.41671 0.352947 -0.43493, 1.21498 0.215385 -0.43331,0.993128 0.572738 0.229987,0.775222 0.217983 0.256069,-59.8085 -277.389  64.7696,0 0 0, 54.5976 -141.422  84.4435,0 0 0
1.59,  1.31922 0.0572134 0.0567617,  41.4788   56.8495 -0.503482, 1.41671 0.352947 -0.43493,  1.22276  0.214372 -0.427728,0.993128 0.572738 0.229987,0.765221 0.200655 0.261333, -16.626 -80.4952  15.9785,0 0 0, 16.4179 -42.6651  25.3453,0 0 0
1.6,  1.30908  0.056374 0.0718663, 39.5654   56.042 -1.23916, 1.41671 0.352947 -0.43493,  1.23146  0.214152 -0.425777,0.993128 0.572738 0.229987, 0.75547 0.183794 0.263173,           0 -4.54747e-13 -1.98952e-13,0 0 0, 2.27374e-13 -4.54747e-13  6.82121e-13,0 0 0
1.61,   1.2989 0.0555342 0.0860585, 37.6911  55.2235 -1.93327, 1.41595 0.352598 -0.43429,  1.24133  0.214794 -0.426328,0.991901 0.571808  0.22855,0.745803 0.167123 0.261086,0 0 0,0 0 0,0 0 0,0 0 0
1.62,   1.2887 0.0546853 0.0992879,35.8599 54.3963  -2.582, 1.41376 0.351598 -0.43246,  1.25245   0.21625 -0.427903, 0.98834 0.569103  0.22444,0.736047 0.150341 0.255115,0 0 0,0 0 0,0 0 0,0 0 0
1.63,  1.27849 0.0538273  0.111554, 34.0697   53.561 -3.18745, 1.41026 0.350012 -0.42957,  1.26464  0.218427 -0.430388,0.982622 0.564756 0.217952,0.726264 0.133553 0.245689,0 0 0,0 0 0,0 0 0,0 0 0
1.64,  1.26826 0.0529605  0.122856, 32.3182  52.7181 -3.75171,  1.40557  0.347908 -0.425755,   1.2777  0.221235 -0.433671,0.974926 0.558898 0.209385,0.716518 0.116862 0.233242,0 0 0,0 0 0,0 0 0,0 0 0
1.65, 1.25802 0.052085 0.133194, 30.6033  51.8682 -4.27686,  1.39982  0.345354 -0.421145,  1.29144  0.224581 -0.437637,0.965431 0.551659 0.199035,0.706872 0.100373 0.218205,0 0 0,0 0 0,0 0 0,0 0 0
1.66,  1.24777 0.0512012  0.142567,28.9227 51.0118  -4.765,  1.39313  0.342415 -0.415873,  1.30568  0.228374 -0.442172,0.954315 0.543171 0.187198, 0.697389 0.0841913  0.201009,0 0 0,0 0 0,0 0 0,0 0 0
1.67,   1.2375 0.0503091  0.150974, 27.2742  50.1495 -5.21822,  1.38563  0.339159 -0.410073,  1.32022  0.232523 -0.447163,0.941755 0.533565 0.174174, 0.688134 0.0684205  0.182087,0 0 0,0 0 0,0 0 0,0 0 0
1.68,  1.22722 0.0494089  0.158415, 25.6556  49.2818 -5.63862,  1.37744  0.335654 -0.403875,  1.33487  0.236936 -0.452495,0.927932 0.522971 0.160258, 0.679168 0.0531653   0.16187,0 0 0,0 0 0,0 0 0,0 0 0
1.69,  1.21693 0.0485009   0.16489, 24.0647  48.4092 -6.02827,  1.36868  0.331965 -0.397412,  1.34945  0.241521 -0.458055,0.913022 0.511522 0.145747, 0.670555 0.0385302  0.140789,0 0 0,0 0 0,0 0 0,0 0 0
1.7,  1.20662 0.0475853  0.170398, 22.4992  47.5323 -6.38928,  1.35948  0.328161 -0.390817,  1.36375  0.246188 -0.463729,0.897205 0.499347  0.13094, 0.662359 0.0246196  0.119276,0 0 0,0 0 0,0 0 0,0 0 0
1.71,   1.1963 0.0466604  0.174941, 20.9572  46.6516 -6.72357,  1.34996  0.324308 -0.384223,   1.3776  0.250845 -0.469402,0.880659 0.486578 0.116133, 0.654644  0.011538 0.0977637,0 0 0,0 0 0,0 0 0,0 0 0
1.72,  1.18596 0.0457251  0.178523, 19.4374  45.7674 -7.03235, 1.34024 0.320473 -0.37776,  1.39079    0.2554 -0.474962,0.863561 0.473347 0.101622,    0.647471 -0.000610077    0.0766828,0 0 0,0 0 0,0 0 0,0 0 0
1.73,  1.17561 0.0447799  0.181142, 17.9386  44.8799 -7.31663,  1.33045  0.316723 -0.371562,  1.40315  0.259761 -0.480294, 0.846091  0.459784 0.0877062,  0.640906 -0.0117202  0.0564654,0 0 0,0 0 0,0 0 0,0 0 0
1.74,  1.16524 0.0438254  0.182798, 16.4597  43.9895 -7.57741,  1.32072  0.313126 -0.365762,  1.41448  0.263838 -0.485285, 0.828428   0.44602 0.0746816,  0.63501 -0.021688  0.037543,0 0 0,0 0 0,0 0 0,0 0 0
1.75,  1.15485 0.0428622  0.183491, 14.9996  43.0962 -7.81571, 1.31116 0.309748 -0.36049, 1.42459 0.267539 -0.48982, 0.810748  0.432187 0.0628456,  0.629847 -0.0304088  0.0203473,0 0 0,0 0 0,0 0 0,0 0 0
1.76, 1.14445 0.041891  0.18322, 13.5572  42.2005 -8.03252, 1.30191 0.306657 -0.35588,  1.43328  0.270772 -0.493786, 0.793231  0.418415 0.0524952,  0.625482 -0.0377783 0.00531013,0 0 0,0 0 0,0 0 0,0 0 0
1.77,  1.13403 0.0409122  0.181984, 12.1313  41.3024 -8.22886,  1.29307  0.303919 -0.352065,  1.44038  0.273445 -0.497069, 0.776055  0.404836 0.0439277,   0.621976   -0.043692 -0.00713692,0 0 0,0 0 0,0 0 0,0 0 0
1.78,   1.1236 0.0399266  0.179782, 10.7207  40.4023 -8.40573,  1.28479  0.301601 -0.349175,  1.44568  0.275468 -0.499555, 0.759399   0.39158 0.0374401,  0.619393 -0.0480454 -0.0165622,0 0 0,0 0 0,0 0 0,0 0 0
1.79,  1.11315 0.0389347  0.176614, 9.32451  39.5004 -8.56414,  1.27717  0.299771 -0.347345,   1.449 0.276749 -0.50113,  0.74344   0.37878 0.0333297,  0.617797  -0.050734 -0.0225339,0 0 0,0 0 0,0 0 0,0 0 0
1.8,   1.1027 0.0379371   0.17248, 7.94143  38.5969 -8.70509,  1.27036  0.298495 -0.346705, 1.45015 0.277197 -0.50168, 0.728357  0.366565 0.0318935,  0.617251 -0.0516535 -0.0246204,0 0 0,0 0 0,0 0 0,0 0 0
1.81,  1.09225 0.0369283  0.167399,6.57396 37.6862 -8.8273,  1.26428  0.297801 -0.347849, 1.45015 0.277197 -0.50168, 0.713941  0.354756 0.0305801,  0.617251 -0.0516535 -0.0246204,0 0 0, -2.5804 -70.0394  4.88239,0 0 0,4.69377 2.97319 39.8924
1.82, 1.08189 0.035882 0.161465, 5.23872  36.7391 -8.92005,  1.25876  0.297635 -0.351125, 1.45015 0.277197 -0.50168,0.699891 0.343117 0.026821,  0.617251 -0.0516535 -0.0246204,0 0 0,-6.66703 -238.277  17.6646,0 0 0,16.7775   8.776 137.816
1.83,  1.07173 0.0347677  0.154783, 3.95579  35.7206 -8.97024,   1.2538  0.297943 -0.356294, 1.45015 0.277197 -0.50168, 0.686246  0.331695 0.0208879,  0.617251 -0.0516535 -0.0246204,0 0 0,-6.77808 -441.892  35.5492,0 0 0,33.2547 12.7333 261.141
1.84,  1.06189 0.0335548   0.14746, 2.74525  34.5957 -8.96477, 1.24934 0.298672 -0.36312, 1.45015 0.277197 -0.50168, 0.673046  0.320536 0.0130527,  0.617251 -0.0516535 -0.0246204,0 0 0, 2.56828 -618.063  55.7387,0 0 0,51.1292 10.1699 377.237
1.85,  1.05248 0.0322128  0.139604, 1.62717  33.3293 -8.89052,  1.24538   0.29977 -0.371368, 1.45015 0.277197 -0.50168,  0.660334   0.309689 0.00358698,  0.617251 -0.0516535 -0.0246204,0 0 0, 26.8539 -703.969  75.4357,0 0 0, 67.4044 -3.58932  453.474
1.86,  1.04361 0.0307112  0.131319,0.621648  31.8865 -8.73438,  1.24187  0.301182 -0.380799, 1.45015 0.277197 -0.50168,   0.648148    0.299201 -0.00723744,  0.617251 -0.0516535 -0.0246204,0 0 0, 71.5606 -636.789  91.8428,0 0 0,  79.084 -33.2195  457.222
1.87,  1.03539 0.0290195  0.122715,-0.251249   30.2322  -8.48326,   1.2388  0.302857 -0.391177, 1.45015 0.277197 -0.50168,   0.63653   0.289117 -0.0191488,  0.617251 -0.0516535 -0.0246204,0 0 0,  139.24 -373.787  102.469,0 0 0, 83.6787 -81.1546  365.113
