time , lin_pos[m] , euler_rpy[deg] , foot1_pos[m] , foot2_pos[m] , foot3_pos[m] , foot4_pos[m] , foot1_F[N] , foot2_F[N] , foot3_F[N] , foot4_F[N] , foot1_contact , foot2_contact , foot3_contact , foot4_contact 
0.94,0.582912 0.195753 0.418179,-15.8138 -1.39909  2.46084,   0.915844    0.355116 1.05332e-15,  0.887862 -0.0812279   0.153877,   0.234418    0.312967 3.74629e-15,  0.23034 -0.042207  0.133166,-9.71473 -130.043   490.31,0 0 0,-19.1339 -111.367   431.89,0 0 0
0.95,0.589908 0.196456 0.430767,-15.4457 -1.95462   2.3286,   0.915844    0.355116 1.05332e-15,  0.906288 -0.0781841   0.165604,   0.234418    0.312967 3.74629e-15, 0.252594 -0.035584  0.143315,-8.46029 -111.978  426.947,0 0 0,-16.6137 -95.8325  376.335,0 0 0
0.96,0.596855 0.196724 0.443959,-14.9552 -2.55516  2.18364,   0.915844    0.355116 1.05332e-15,  0.924938 -0.0751031   0.175859,   0.234418    0.312967 3.74629e-15,  0.275119 -0.0288802    0.15219,-6.51151 -85.5353  328.576,0 0 0,-12.7615 -73.1694  289.757,0 0 0
0.97,0.603761 0.196644  0.45744,-14.3664 -3.19149  2.02751,   0.915844    0.355116 1.05332e-15,  0.943679 -0.0720072   0.184348,   0.234418    0.312967 3.74629e-15, 0.297753 -0.022144  0.159536,-4.27974  -55.915  215.948,0 0 0,-8.37579 -47.8158  190.496,0 0 0
0.98,0.610637 0.196303 0.470892,-13.7033 -3.85443   1.8618,   0.915844    0.355116 1.05332e-15,  0.962374 -0.0689187   0.190776,   0.234418    0.312967 3.74629e-15, 0.320333 -0.015424  0.165099,-2.17634 -28.3184  109.809,0 0 0,-4.25477 -24.2106  96.8908,0 0 0
0.99,0.617494 0.195788 0.483997,-12.9898 -4.53474  1.68806,   0.915844    0.355116 1.05332e-15,0.980889 -0.06586 0.194849,   0.234418    0.312967 3.74629e-15,   0.342696 -0.00876867    0.168623,-0.612643  -7.94644   30.9105,0 0 0,-1.19674 -6.79244  27.2792,0 0 0
1, 0.62434 0.195186 0.496439,  -12.25 -5.22324  1.50788,   0.915844    0.355116 1.05332e-15,   0.99909 -0.0628534   0.196272,   0.234418    0.312967 3.74629e-15,   0.364678 -0.00222658    0.169855,-3.55271e-15            0 -2.27374e-13,0 0 0,           0 -2.84217e-14 -1.13687e-13,0 0 0
1.01,0.631184 0.194569 0.507953,-11.5038 -5.91222  1.32253,  0.916996   0.355154 0.00246774,   1.01729 -0.0598467   0.196299,    0.23553    0.313233 0.000520817,   0.38666 0.00431552   0.168623,0 0 0,0 0 0,0 0 0,0 0 0
1.02,0.638029 0.193953 0.518487,-10.7552 -6.60013  1.13223,  0.920358   0.355265 0.00953058,  1.03581 -0.056788  0.196376,  0.238775   0.314012 0.00201143, 0.409023 0.0109708  0.165099,0 0 0,0 0 0,0 0 0,0 0 0
1.03,0.644874 0.193336  0.52804, -10.004 -7.28692 0.936886,0.925789 0.355443 0.020678,    1.0545 -0.0536995   0.196498,  0.244016   0.315269 0.00436409, 0.431603 0.0176908  0.159536,0 0 0,0 0 0,0 0 0,0 0 0
1.04,0.651718 0.192719 0.536612,-9.25014 -7.97253 0.736436, 0.933148  0.355685 0.0353993,   1.07324 -0.0506037   0.196659,  0.251118   0.316972 0.00747103,0.454237 0.024427  0.15219,0 0 0,0 0 0,0 0 0,0 0 0
1.05,0.658563 0.192103 0.544203,-8.49342 -8.65692 0.530801,0.942294 0.355985 0.053184,   1.09189 -0.0475226   0.196854, 0.259945   0.31909 0.0112245, 0.476763 0.0311308  0.143315,0 0 0,0 0 0,0 0 0,0 0 0
1.06,0.665408 0.191486 0.550814,-7.73375 -9.34004 0.319905, 0.953086  0.356339 0.0735216,   1.11032 -0.0444788   0.197077, 0.270359  0.321588 0.0155168, 0.499017 0.0377538  0.133166,0 0 0,0 0 0,0 0 0,0 0 0
1.07,0.672252  0.19087 0.556444,-6.97099 -10.0218 0.103674, 0.965382  0.356743 0.0959015,   1.12838 -0.0414944   0.197322,0.282226 0.324434  0.02024, 0.520836 0.0442474  0.121998,0 0 0,0 0 0,0 0 0,0 0 0
1.08,0.679097 0.190253 0.561094, -6.20502  -10.7023 -0.117969,0.979043 0.357192 0.119813,   1.14595 -0.0385918   0.197584, 0.295409  0.327597 0.0252866, 0.542057 0.0505631  0.110066,0 0 0,0 0 0,0 0 0,0 0 0
1.09,0.685941 0.189637 0.564762, -5.43571  -11.3813 -0.345097,0.993925  0.35768 0.144746,   1.16289 -0.0357932   0.197857, 0.309772  0.331042 0.0305486, 0.562518 0.0566523 0.0976241,0 0 0,0 0 0,0 0 0,0 0 0
1.1,0.692786  0.18902 0.567451, -4.66293  -12.0589 -0.577787, 1.00989 0.358204 0.170189,   1.17907 -0.0331211   0.198136, 0.325179  0.334738 0.0359184, 0.582054 0.0624666 0.0849274,0 0 0,0 0 0,0 0 0,0 0 0
1.11,0.699631 0.188403 0.569158,-3.88656  -12.735 -0.81612, 1.02679 0.358759 0.195632,   1.19434 -0.0305975   0.198414, 0.341493  0.338651 0.0412882, 0.600504 0.0679574 0.0722308,0 0 0,0 0 0,0 0 0,0 0 0
1.12,0.706475 0.187787 0.569885,-3.10644 -13.4095  -1.0602,  1.0445 0.359341 0.220565,  1.20859 -0.028245  0.198688, 0.358579  0.342749 0.0465503, 0.617704 0.0730763 0.0597889,0 0 0,0 0 0,0 0 0,0 0 0
1.13, 0.71332  0.18717 0.569631,-2.32243 -14.0824 -1.31013, 1.06286 0.359944 0.244476,   1.22166 -0.0260857    0.19895,   0.3763     0.347 0.0515968, 0.633491 0.0777746 0.0478566,0 0 0,0 0 0,0 0 0,0 0 0
1.14,0.720165 0.186554 0.568396,-1.53438 -14.7536 -1.56602, 1.08174 0.360564 0.266856,   1.23342 -0.0241419   0.199195,  0.39452  0.351371 0.0563201, 0.647702 0.0820039 0.0366887,0 0 0,0 0 0,0 0 0,0 0 0
1.15,0.727009 0.185937 0.566181,-0.742132  -15.4231  -1.82798,   1.101 0.361196 0.287194,  1.24375 -0.022436  0.199417, 0.413103  0.355828 0.0606123, 0.660174 0.0857157 0.0265398,0 0 0,0 0 0,0 0 0,0 0 0
1.16,0.733854 0.185321 0.562985,0.0544576  -16.0907  -2.09612, 1.12049 0.361836 0.304979,    1.2525 -0.0209903   0.199612, 0.431913   0.36034 0.0643658, 0.670744 0.0888614 0.0176649,0 0 0,0 0 0,0 0 0,0 0 0
1.17,0.740698 0.184704 0.558809, 0.85554 -16.7565 -2.37054, 1.14007 0.362479   0.3197,  1.25954 -0.019827  0.199773, 0.450814  0.364874 0.0674727, 0.679249 0.0913925 0.0103187,0 0 0,0 0 0,0 0 0,0 0 0
1.18,0.747543 0.184087 0.553652, 1.66126 -17.4203 -2.65136, 1.15961  0.36312 0.330847,   1.26474 -0.0189685   0.199896, 0.469669  0.369397 0.0698254,  0.685525  0.0932605 0.00475594,0 0 0,0 0 0,0 0 0,0 0 0
1.19,0.754388 0.183471 0.547514, 2.47178 -18.0822 -2.93868, 1.17896 0.363756  0.33791,  1.26796 -0.018437  0.199973,0.488343 0.373876 0.071316,  0.689411  0.0944169 0.00123145,0 0 0,0 0 0,0 0 0,0 0 0
1.2,0.761232 0.182854 0.540395, 3.28724  -18.742 -3.23261, 1.19798  0.36438 0.340378,   1.26906 -0.0182549        0.2,   0.5067  0.378279 0.0718368,   0.690742   0.0948132 3.37508e-14,0 0 0,0 0 0,0 0 0,0 0 0
1.21,0.768071 0.182248  0.53234, 4.10499  -19.399 -3.53329,   1.217 0.365005  0.34081,   1.26906 -0.0182549        0.2,0.525056 0.382683 0.071316,   0.690742   0.0948132 3.37705e-14,0 0 0,0.349483  1.55965  15.3704,0 0 0,-6.0261 8.55262 33.9919
1.22,0.774877 0.181702  0.52357, 4.91118 -20.0503   -3.841, 1.23635  0.36564 0.342047,   1.26906 -0.0182549        0.2,  0.54373  0.387162 0.0698254,   0.690742   0.0948132 3.37705e-14,0 0 0,1.23423 5.59798   54.47,0 0 0,-21.4642  30.4603  120.774
1.23,0.781616 0.181276 0.514349, 5.68917  -20.692 -4.15603, 1.25589 0.366282    0.344,   1.26906 -0.0182549        0.2, 0.562585  0.391685 0.0674727,   0.690742   0.0948132 3.37705e-14,0 0 0,2.40871 11.1541 106.782,0 0 0,-42.3538  60.0976  237.557
1.24,0.788254 0.181032 0.504944,  6.4223 -21.3204 -4.47869, 1.27548 0.366925 0.346579,   1.26906 -0.0182549        0.2, 0.581486  0.396219 0.0643658,   0.690742   0.0948132 3.37705e-14,0 0 0,3.62736  17.267 161.788,0 0 0,-64.7347  91.8393   361.55
1.25,0.794758  0.18103 0.495619, 7.09393 -21.9319  -4.8093, 1.29497 0.367565 0.349694,   1.26906 -0.0182549        0.2, 0.600296  0.400731 0.0606123,   0.690742   0.0948132 3.37705e-14,0 0 0,4.64463 22.9759 208.971,0 0 0,-84.6465   120.06  469.964
1.26,0.801096 0.181329 0.486639,  7.6874 -22.5228 -5.14814, 1.31422 0.368197 0.353256,   1.26906 -0.0182549        0.2,  0.61888  0.405188 0.0563201,   0.690742   0.0948132 3.37705e-14,0 0 0,5.21499 27.3198 237.815,0 0 0,-98.1287  139.135  540.008
1.27,0.807232 0.181991 0.478271, 8.18607 -23.0892 -5.49553,  1.3331 0.368817 0.357176,   1.26906 -0.0182549        0.2,   0.6371  0.409559 0.0515968,   0.690742   0.0948132 3.37705e-14,0 0 0,5.14614 29.4823 239.948,0 0 0,-101.951  144.476  553.319
1.28,0.813135 0.183075 0.470778, 8.57329 -23.6276 -5.85177, 1.35146  0.36942 0.361365,   1.26906 -0.0182549        0.2, 0.654821   0.41381 0.0465503,   0.690742   0.0948132 3.37705e-14,0 0 0,4.95777  30.665 235.893,0 0 0,-102.806  145.622  551.388
1.29,0.818769 0.184643 0.464427, 8.83241 -24.1342 -6.21717, 1.36917 0.370001 0.365732,   1.26906 -0.0182549        0.2, 0.671906  0.417908 0.0412882,   0.690742   0.0948132 3.37705e-14,0 0 0,4.84475 31.3746 233.459,0 0 0,-103.319   146.31   550.23
1.3,0.824103 0.186754 0.459482, 8.94677 -24.6053 -6.59203, 1.38607 0.370556 0.370189,   1.26906 -0.0182549        0.2,  0.68822  0.421821 0.0359184,   0.690742   0.0948132 3.37705e-14,0 0 0,4.80708 31.6112 232.648,0 0 0,-103.491  146.539  549.844
1.31,0.829113 0.189448 0.456121, 8.90523 -25.0385 -6.97644, 1.40204  0.37108 0.374646,   1.26906 -0.0182549        0.2, 0.703627  0.425517 0.0305486,   0.690742   0.0948132 3.37705e-14,0 0 0,4.84475 31.3746 233.459,0 0 0,-103.319   146.31   550.23
1.32,0.833823 0.192687 0.454166, 8.71859 -25.4366 -7.36963, 1.41692 0.371569 0.379013,   1.26906 -0.0182549        0.2,  0.71799  0.428962 0.0252866,   0.690742   0.0948132 3.37705e-14,0 0 0,4.95777  30.665 235.893,0 0 0,-102.806  145.622  551.388
1.33,0.838264 0.196408 0.453353, 8.40315 -25.8035 -7.77062, 1.43058 0.372018 0.383201,   1.26906 -0.0182549        0.2,0.731173 0.432124  0.02024,   0.690742   0.0948132 3.37705e-14,0 0 0,5.14614 29.4823 239.948,0 0 0,-101.951  144.476  553.319
1.34,0.842472 0.200552 0.453416, 7.97521 -26.1435 -8.17842, 1.44288 0.372421 0.387122,   1.26906 -0.0182549        0.2,  0.74304  0.434971 0.0155168,   0.690742   0.0948132 3.37705e-14,0 0 0,5.21499 27.3198 237.815,0 0 0,-98.1287  139.135  540.008
1.35,0.846479 0.205059 0.454089, 7.45107 -26.4606 -8.59204, 1.45367 0.372776 0.390684,   1.26906 -0.0182549        0.2, 0.753455  0.437469 0.0112245,   0.690742   0.0948132 3.37705e-14,0 0 0,4.64463 22.9759 208.971,0 0 0,-84.6465   120.06  469.964
1.36,0.850318 0.209867 0.455109, 6.84704 -26.7589 -9.01051, 1.46281 0.373076 0.393799,   1.26906 -0.0182549        0.2,  0.762281   0.439586 0.00747103,   0.690742   0.0948132 3.37705e-14,0 0 0,3.62736  17.267 161.788,0 0 0,-64.7347  91.8393   361.55
1.37,0.854024 0.214917 0.456208, 6.17941 -27.0423 -9.43283, 1.47017 0.373318 0.396378,   1.26906 -0.0182549        0.2,  0.769383    0.44129 0.00436409,   0.690742   0.0948132 3.37705e-14,0 0 0,2.40871 11.1541 106.782,0 0 0,-42.3538  60.0976  237.557
1.38,0.857629 0.220149 0.457123, 5.46449 -27.3151 -9.85803, 1.47561 0.373496 0.398331,   1.26906 -0.0182549        0.2,  0.774624   0.442547 0.00201143,   0.690742   0.0948132 3.37705e-14,0 0 0,1.23423 5.59798   54.47,0 0 0,-21.4642  30.4603  120.774
1.39,0.861168 0.225501 0.457588, 4.71857 -27.5812 -10.2851, 1.47897 0.373606 0.399568,   1.26906 -0.0182549        0.2,   0.777869    0.443325 0.000520817,   0.690742   0.0948132 3.37705e-14,0 0 0,0.349483  1.55965  15.3704,0 0 0,-6.0261 8.55262 33.9919
1.4,0.864673 0.230913 0.457337, 3.95796 -27.8448 -10.7131, 1.48012 0.373644      0.4,   1.26906 -0.0182549        0.2,   0.778981    0.443592 1.42941e-14,   0.690742   0.0948132 3.37705e-14,0 0 0,1.77636e-15 7.10543e-15           0,0 0 0,2.84217e-14           0 2.27374e-13
1.41,0.868171 0.236316 0.456206, 3.19776 -28.1084 -11.1395, 1.48012 0.373644      0.4,    1.2694 -0.0184067   0.201769,   0.778981    0.443592 1.42905e-14,   0.69085  0.0944181 3.6949e-05,  2.71523 -0.575182   13.1248,0 0 0,-4.16059 -19.5104  49.5455,0 0 0
1.42,0.871665 0.241599 0.454432,  2.4483 -28.3679 -11.5556, 1.48012 0.373644      0.4,   1.27041 -0.0188499   0.206831,   0.778981    0.443592 1.42905e-14, 0.691164  0.093265 0.0001427, 9.75633 -2.08058  46.4175,0 0 0,-14.8003 -69.5109  176.099,0 0 0
1.43,0.875151 0.246645 0.452353,  1.7187  -28.618 -11.9512, 1.48012 0.373644      0.4,   1.27205 -0.0195656   0.214821,   0.778981    0.443592 1.42905e-14,   0.691671   0.0914024 0.000309607, 19.4664 -4.18596   90.755,0 0 0,-29.1559 -137.206  346.534,0 0 0
1.44,0.878623 0.251335 0.450306, 1.01811 -28.8532 -12.3163, 1.48012 0.373644      0.4,   1.27426 -0.0205355   0.225373,   0.778981    0.443592 1.42905e-14,   0.692357   0.0888787 0.000530027, 30.1887 -6.56109  137.015,0 0 0,-44.4644 -209.798  527.727,0 0 0
1.45,0.882077  0.25555  0.44863,0.355649  -29.068 -12.6405, 1.48012 0.373644      0.4,     1.277 -0.0217409   0.238121,   0.778981    0.443592 1.42905e-14,   0.693211   0.0857421 0.000796315, 40.2662 -8.87576  176.073,0 0 0,-57.9627 -274.494  686.553,0 0 0
1.46, 0.88551  0.25917 0.447662,-0.25955 -29.2568 -12.9137, 1.48012 0.373644      0.4,   1.28024 -0.0231632   0.252698,   0.778981    0.443592 1.42905e-14,  0.694218  0.0820411 0.00110083,  48.042 -10.7997  198.808,0 0 0,-66.8875 -318.495  789.885,0 0 0
1.47,0.888916 0.262077  0.44774,-0.818356  -29.4142  -13.1257, 1.48012 0.373644      0.4,   1.28394 -0.0247838   0.268739,   0.778981    0.443592 1.42905e-14,  0.695365   0.077824 0.00143592, 52.0999 -12.0393  198.029,0 0 0,-68.9993 -331.349  810.986,0 0 0
1.48, 0.89229 0.264153 0.449201,-1.31164 -29.5348 -13.2664, 1.48012 0.373644      0.4,   1.28804 -0.0265842   0.285878,   0.778981    0.443592 1.42905e-14,   0.69664  0.0731393 0.00179394, 54.3991 -12.8377  192.434,0 0 0,-69.1584 -334.514  809.565,0 0 0
1.49, 0.89563 0.265278 0.452384,-1.73026  -29.613 -13.3255, 1.48012 0.373644      0.4,   1.29251 -0.0285456   0.303749,   0.778981    0.443592 1.42905e-14,  0.698029  0.0680353 0.00216725, 55.7786 -13.3168  189.078,0 0 0,-69.2538 -336.412  808.712,0 0 0
1.5, 0.89893 0.265334 0.457626, -2.0651 -29.6433 -13.2929, 1.48012 0.373644      0.4,    1.2973 -0.0306496   0.321986,   0.778981    0.443592 1.42905e-14,  0.699519  0.0625604 0.00254821, 56.2384 -13.4764  187.959,0 0 0,-69.2857 -337.045  808.428,0 0 0
1.51,0.902186 0.264241 0.465153,-2.31004 -29.6221 -13.1618, 1.48012 0.373644      0.4,   1.30238 -0.0328776   0.340223,   0.778981    0.443592 1.42905e-14,  0.701096  0.0567629 0.00292917, 55.7786 -13.3168  189.078,0 0 0,-69.2538 -336.412  808.712,0 0 0
1.52,0.905404 0.262079 0.474738,-2.47104 -29.5528 -12.9392, 1.48012 0.373644      0.4,    1.3077 -0.0352109   0.358094,   0.778981    0.443592 1.42905e-14,  0.702749  0.0506913 0.00330248, 54.3991 -12.8377  192.434,0 0 0,-69.1584 -334.514  809.565,0 0 0
1.53,0.908585 0.258966 0.486045, -2.5571 -29.4407 -12.6353, 1.48012 0.373644      0.4,  1.31321 -0.037631  0.375233,   0.778981    0.443592 1.42905e-14, 0.704462  0.044394 0.0036605, 52.0999 -12.0393  198.029,0 0 0,-68.9993 -331.349  810.986,0 0 0
1.54,0.911736 0.255021 0.498736,-2.57719 -29.2912 -12.2606, 1.48012 0.373644      0.4,   1.31888 -0.0401192   0.391275,   0.778981    0.443592 1.42905e-14,  0.706224  0.0379192 0.00399559,  48.042 -10.7997  198.808,0 0 0,-66.8875 -318.495  789.885,0 0 0
1.55, 0.91486 0.250363 0.512472,-2.54031 -29.1094 -11.8255, 1.48012 0.373644      0.4,   1.32467 -0.0426571   0.405852,   0.778981    0.443592 1.42905e-14, 0.708021 0.0313155 0.0043001, 40.2662 -8.87576  176.073,0 0 0,-57.9627 -274.494  686.553,0 0 0
1.56,0.917962 0.245112 0.526917,-2.45544 -28.9006 -11.3403, 1.48012 0.373644      0.4,   1.33052 -0.0452259     0.4186,   0.778981    0.443592 1.42905e-14,   0.70984  0.0246311 0.00456639, 30.1887 -6.56109  137.015,0 0 0,-44.4644 -209.798  527.727,0 0 0
1.57,0.921047 0.239385 0.541732,-2.33156 -28.6702 -10.8153, 1.48012 0.373644      0.4,    1.3364 -0.0478071   0.429151,   0.778981    0.443592 1.42905e-14,  0.711668  0.0179144 0.00478681, 19.4664 -4.18596   90.755,0 0 0,-29.1559 -137.206  346.534,0 0 0
1.58,0.924118 0.233302  0.55658,-2.17766 -28.4234  -10.261, 1.48012 0.373644      0.4,   1.34227 -0.0503821   0.437141,   0.778981    0.443592 1.42905e-14,  0.713491  0.0112139 0.00495372, 9.75633 -2.08058  46.4175,0 0 0,-14.8003 -69.5109  176.099,0 0 0
1.59, 0.92718  0.22698 0.571122,-2.00272 -28.1655 -9.68763, 1.48012 0.373644      0.4,   1.34808 -0.0529323   0.442204,   0.778981    0.443592 1.42905e-14,  0.715297  0.0045779 0.00505947,  2.71523 -0.575182   13.1248,0 0 0,-4.16059 -19.5104  49.5455,0 0 0
1.6,0.930238 0.220541 0.585022,-1.81574 -27.9017 -9.10564, 1.48012 0.373644      0.4,    1.3538 -0.0554391   0.443973,   0.778981    0.443592 1.42905e-14,   0.717072 -0.00194523  0.00509642,1.42109e-14           0  1.7053e-13,0 0 0,-2.84217e-14 -1.13687e-13  6.82121e-13,0 0 0
1.61,0.933295 0.214081 0.597997, -1.6242 -27.6366 -8.52362, 1.47995 0.373329 0.400411,  1.35951 -0.057946  0.442861,  0.778857   0.443032 0.00141302,   0.718847 -0.00846836  0.00513829,0 0 0,0 0 0,0 0 0,0 0 0
1.62,0.936352 0.207621 0.609991,-1.42961 -27.3709 -7.94328, 1.47946 0.372411 0.401586,   1.36532 -0.0604962   0.439679, 0.778497  0.441397 0.0054572,  0.720653 -0.0151044 0.00525813,0 0 0,0 0 0,0 0 0,0 0 0
1.63,0.939409 0.201162 0.621005,  -1.232 -27.1047  -7.3646, 1.47866 0.370927 0.403442,   1.37119 -0.0630712   0.434658, 0.777915  0.438756 0.0118402,  0.722476 -0.0218049 0.00544727,0 0 0,0 0 0,0 0 0,0 0 0
1.64,0.942467 0.194702 0.631038,-1.03139  -26.838 -6.78752, 1.47758 0.368916 0.405893,   1.37707 -0.0656524   0.428026, 0.777126  0.435177 0.0202696,  0.724304 -0.0285215 0.00569706,0 0 0,0 0 0,0 0 0,0 0 0
1.65,0.945524 0.188242 0.640091,-0.827792  -26.5709  -6.21202, 1.47623 0.366418 0.408853,   1.38293 -0.0682212   0.420014, 0.776145  0.430729 0.0304531,  0.726123 -0.0352059 0.00599883,0 0 0,0 0 0,0 0 0,0 0 0
1.66,0.948581 0.181783 0.648163,-0.621236  -26.3034  -5.63807, 1.47465 0.363469 0.412239,  1.38871 -0.070759  0.410853, 0.774988   0.42548 0.0420984,   0.72792 -0.0418097 0.00634391,0 0 0,0 0 0,0 0 0,0 0 0
1.67,0.951638 0.175323 0.655254,-0.411739  -26.0355  -5.06563, 1.47284  0.36011 0.415964,   1.39438 -0.0732473   0.400771, 0.77367   0.4195 0.054913,  0.729681 -0.0482844 0.00672364,0 0 0,0 0 0,0 0 0,0 0 0
1.68,0.954695 0.168863 0.661364,-0.199321  -25.7673  -4.49466, 1.47083 0.356378 0.419944,   1.39989 -0.0756674   0.389999, 0.772205  0.412857 0.0686047,  0.731395 -0.0545818 0.00712936,0 0 0,0 0 0,0 0 0,0 0 0
1.69,0.957752 0.162404 0.666494,0.0159974  -25.4987  -3.92514, 1.46864 0.352312 0.424095,   1.40521 -0.0780007   0.378768,  0.77061  0.405619 0.0828812,  0.733047 -0.0606534 0.00755241,0 0 0,0 0 0,0 0 0,0 0 0
1.7,0.960809 0.155944 0.670643,0.234195 -25.2298 -3.35702, 1.4663 0.34795 0.42833,   1.41029 -0.0802286   0.367306, 0.768898  0.397855 0.0974499,  0.734625 -0.0664508 0.00798412,0 0 0,0 0 0,0 0 0,0 0 0
1.71,0.963867 0.149484 0.673812,0.455253 -24.9607 -2.79028, 1.46381 0.343332 0.432565,   1.41508 -0.0823326   0.355844,0.767086 0.389634 0.112019,  0.736115 -0.0719257 0.00841583,0 0 0,0 0 0,0 0 0,0 0 0
1.72,0.966924 0.143025    0.676, 0.67915 -24.6913 -2.22488, 1.46121 0.338495 0.436716,   1.41955 -0.0842941   0.344612,0.765188 0.381024 0.126295,  0.737503 -0.0770298 0.00883888,0 0 0,0 0 0,0 0 0,0 0 0
1.73,0.969981 0.136565 0.677207,0.905868 -24.4217 -1.66079, 1.45851 0.333478 0.440696,   1.42366 -0.0860944   0.333841,0.763219 0.372094 0.139987,  0.738778 -0.0817145  0.0092446,0 0 0,0 0 0,0 0 0,0 0 0
1.74,0.973038 0.130105 0.677434, 1.13539 -24.1519 -1.09797, 1.45574  0.32832 0.444422,  1.42735 -0.087715  0.323759,0.761195 0.362913 0.152801,  0.739926 -0.0859315 0.00962434,0 0 0,0 0 0,0 0 0,0 0 0
1.75,0.976095 0.123646 0.676679,  1.36769  -23.8819 -0.536391, 1.45291 0.323059 0.447807,   1.43059 -0.0891373   0.314597,0.759131 0.353548 0.164447,  0.740933 -0.0896325 0.00996942,0 0 0,0 0 0,0 0 0,0 0 0
1.76,0.979152 0.117186 0.674945, 1.60275 -23.6118 0.023978, 1.45004 0.317734 0.450767,   1.43334 -0.0903427   0.306586,0.757041 0.344069  0.17463,  0.741786 -0.0927691  0.0102712,0 0 0,0 0 0,0 0 0,0 0 0
1.77,0.982209 0.110726 0.672229, 1.84056 -23.3416 0.583172, 1.44716 0.312383 0.453218,   1.43555 -0.0913126   0.299954,0.754941 0.334544  0.18306,  0.742473 -0.0952929   0.010521,0 0 0,0 0 0,0 0 0,0 0 0
1.78,0.985266 0.104267 0.668533, 2.08109 -23.0713  1.14122, 1.44429 0.307045 0.455074,   1.43718 -0.0920284   0.294932,0.752847 0.325043 0.189443,   0.74298 -0.0971555  0.0107101,0 0 0,0 0 0,0 0 0,0 0 0
1.79, 0.988324 0.0978072  0.663856,2.32433 -22.801 1.69816, 1.44145 0.301759 0.456249,   1.43819 -0.0924715   0.291751,0.750772 0.315632 0.193487,  0.743294 -0.0983085    0.01083,0 0 0,0 0 0,0 0 0,0 0 0
1.8, 0.991381 0.0913475  0.658199, 2.57025 -22.5306  2.25403, 1.43865 0.296562  0.45666,   1.43854 -0.0926234   0.290639,0.748733 0.306382   0.1949,  0.743401 -0.0987036  0.0108718,0 0 0,0 0 0,0 0 0,0 0 0
1.81, 0.994427 0.0848919  0.651589, 2.81708 -22.2557    2.806, 1.43586 0.291366 0.454934,   1.43854 -0.0926234   0.290639,0.746694 0.297132 0.193558,  0.743401 -0.0987036  0.0108718,0 0 0,-2.68693 -1.25346  13.4961,0 0 0,-6.11221  5.31169  20.5874
1.82,  0.99741 0.0784608  0.644168, 3.05601 -21.9537  3.33988, 1.43301 0.286079 0.449994,   1.43854 -0.0926234   0.290639,0.744619 0.287721 0.189717,  0.743401 -0.0987036  0.0108718,0 0 0,-9.72855 -4.52125   47.687,0 0 0,-21.9334  18.9982  72.9603
1.83,  1.00027 0.0720787  0.636106, 3.27646 -21.5977   3.8386, 1.43014 0.280741 0.442197,   1.43854 -0.0926234   0.290639,0.742524  0.27822 0.183656,  0.743401 -0.0987036  0.0108718,0 0 0,-19.5961 -9.06447  93.1264,0 0 0,-43.6902  37.6866  143.035
1.84,  1.00293 0.0657699  0.627571, 3.46787 -21.1605  4.28511,1.42726 0.27539  0.4319,   1.43854 -0.0926234   0.290639,0.740425 0.268695 0.175651,  0.743401 -0.0987036  0.0108718,0 0 0,-30.7607 -14.1442  140.368,0 0 0,-67.6096   58.004  216.728
1.85, 1.00534 0.059559 0.618734, 3.61966 -20.6152  4.66235,  1.4244 0.270065 0.419461,   1.43854 -0.0926234   0.290639,0.738335 0.259216  0.16598,  0.743401 -0.0987036  0.0108718,0 0 0,-41.6937 -19.0216  179.966,0 0 0,-89.9183  76.5776  279.955
1.86,  1.00744 0.0534705  0.609765, 3.72127 -19.9348  4.95327, 1.42157 0.264804 0.405236,   1.43854 -0.0926234   0.290639,0.736271 0.249851 0.154921,  0.743401 -0.0987036  0.0108718,0 0 0,-50.8662 -22.9577  202.473,0 0 0,-106.843  90.0344  318.632
1.87,  1.00915 0.0475288  0.600832, 3.76213 -19.0921  5.14081, 1.41879 0.259646 0.389582,   1.43854 -0.0926234   0.290639,0.734247  0.24067 0.142752,  0.743401 -0.0987036  0.0108718,0 0 0,-56.9107 -25.3066  200.477,0 0 0,-115.182  95.5629  321.551
1.88,  1.01042 0.0417584  0.592105, 3.73166 -18.0602  5.20792, 1.41609  0.25463 0.372858,   1.43854 -0.0926234   0.290639,0.732278  0.23174 0.129749,  0.743401 -0.0987036  0.0108718,0 0 0,-60.8484 -26.7578  193.744,0 0 0,-119.706  98.0866  316.168
1.89,  1.01118 0.0361837  0.583754,  3.6193 -16.8119  5.13754, 1.41349 0.249793 0.355419,   1.43854 -0.0926234   0.290639, 0.73038  0.22313 0.116191,  0.743401 -0.0987036  0.0108718,0 0 0,-63.2109 -27.6284  189.705,0 0 0,-122.42 99.6008 312.938
1.9,  1.01137 0.0308293  0.575949, 3.41447 -15.3204  4.91261, 1.41101 0.245174 0.337622,   1.43854 -0.0926234   0.290639,0.728568 0.214908 0.102356,  0.743401 -0.0987036  0.0108718,0 0 0,-63.9984 -27.9187  188.359,0 0 0,-123.325  100.106  311.861
1.91,  1.01096 0.0257248  0.568831, 3.11265 -13.5775  4.52567, 1.40866 0.240813 0.319826,   1.43854 -0.0926234   0.290639, 0.726856  0.207145 0.0885209,  0.743401 -0.0987036  0.0108718,0 0 0,-63.2109 -27.6284  189.705,0 0 0,-122.42 99.6008 312.938
